nid,bib_number,title,year,publication,members,creator_1_name,creator_1_lcsh,creator_1_relator,creator_1_relator_old,creator_2_name,creator_2_lcsh,creator_2_relator,creator_2_relator_old,subjects,subjects_old,aps_subjects,aps_subjects_old,record_source,editions,editions_note,holding_note,references,external_permalink,external_permalink_old,aps_permalink,nid_old,created_by,admin_notes,needs_remediation
6466,160.029,"The ninth report of the Bible Society of Philadelphia : read before the society, May 8th, A.D. 1817.",1817,"Philadelphia: Printed by order of the society. William Fry, printer",4522,"Bible Society (Philadelphia, Pa.)",n88671675,Author,Corporate Author,,,,,,,8,8,LCP,1x 1817,One edition.,,Not in Shaw & Shoemaker.,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=251339,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=251339,,22365,JF,,
6973,55.001,The Philadelphia directory.,[1791],"Philadelphia: Printed by James & Johnson, no. 147, High-Street, for the editor",4685,"Biddle, Clement, 1740-1814",n83069810,Compiler,Compiler,,,,,2106|2142|2139|2138|2929,2106|2138|2139|2137|2929,19,19,ESTC,1x 1791,One edition.,APS has one copy.,Sabin 61602|Evans 23205|Howes B 425,https://datb.cerl.org/estc/W27615,http://estc.bl.uk/W27615,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=150048,19464,AM,,
6969,49.001,"An oration, delivered the second of March, 1781, at the request of the American Philosophical Society for Promoting Useful Knowledge, before the said society and a large and respectable assembly of citizens and foreigners.",[1781],"[Philadelphia]: Published by order of the society, and printed by Francis Bailey, in Market-Street",4679,"Biddle, Owen, 1737-1799",n84136230,Author,Author,,,,,2432|2269,2269|2432,63|36,36|63,ESTC,1x 1781,One edition.,"APS has <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=60782"">two copies</a>. One copy was presented and autographed by Thomas Parke.",Sabin 5244|Evans 17103,https://datb.cerl.org/estc/W1375,http://estc.bl.uk/W1375,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=60782,19460,JF,,
6970,49.002,"A plan for a school or an establishment similar to that at Ackworth, in Yorkshire, Great Britain, varied to suit the circumstances of the youth within the limits of the yearly-meeting for Pennsylvania and New Jersey : introduced with the sense of Friends in New England, on the subject of education; and an account of some schools in Great Britain : to which is added observations and remarks, intended for the consideration of Friends.",1790.,Philadelphia: Printed by Joseph Crukshank,4679,"Biddle, Owen, 1737-1799",n84136230,Author,Author,,,,,879|150|2553|874,150|2553|879|874,22,22,APS,1x 1790,One edition.,APS has one copy.,Sabin 5245|Evans 22361,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=54544,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=54544,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=54544,19461,JF,,
6264,411.001,"An oration delivered on the late public commencement at Rhode-Island College in Providence : September 1774 : being a plea, for the right of private judgment in religious matters : or, for the liberty of choosing our own religion : corroborated by the well-known consequences of priestly power : to which, are annexed, the valedictions of the class then first graduated.",[1774],"Boston: Printed and sold by John Kneeland, in Milk Street",4316,"Binney, Barnabas, 1751-1787",n84136235,Author,Author,,,,,1174|1177,1177|1174,62,62,ESTC,1x 1774 (Boston),One edition.,,Sabin 5468|Evans 13153,https://datb.cerl.org/estc/W21502,http://estc.bl.uk/W21502,,23855,JA,,
6626,179.002,"Experiments upon magnesia alba, quick-lime, and other alcaline substances, By Joseph Black, M.D. ... To which is annexed, an essay on the cold produced by evaporating fluids, ... By William Cullen, M.D. ...",1777.,"Edinburgh: printed for William Creech; and for J. Murray, and Wallis and Stonehouse, London",4529,"Black, Joseph, 1728-1799",n50008556,Author,Author,,,,,,,14,14,LCP,"1x 1777, 1x 1782, 1x 1796","Three editions: one in 1777, one in 1782, one in 1796.",,,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=47149,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=47149,,21866,JA,,
6310,452.002,"Freyherrn S.G. Hermelin's Minerographie von Lappland und Westbothnien, nebst einem Auszuge aus Wahlenberg's Topographie von Kemi-Lappmark.",1813.,Freyberg: Craz & Gerlach,4271,"Blumhof, Johann Georg Ludolph, translator",no2001092028,Translator,Translator,,,,,1816|1818,1816|1818,,,WC,1x 1813 (Freyberg),One edition.,,,http://www.worldcat.org/oclc/41924031,http://www.worldcat.org/oclc/41924031,,23760,JA,,
6786,111.002,"Directions for the breeding and management of silk-worms : extracted from the treatises of the Abbé Boissier de Sauvages, and Pullein : with a preface, giving some account of the rise and progress of the scheme for encouraging the culture of silk, in Pennsylvania, and the adjacent colonies.",[1770],"Philadelphia: Printed by Joseph Crukshank, and Isaac Collins",4622,"Boissier de Sauvages, abbé (Pierre-Augustin), 1710-1795",nr90003555,Contributor,Contributor,,,,,2495|2494|2453,2453|2494|2495,16|63|1,1|16|63,ESTC,1x 1770,One edition.,APS has one copy.,Sabin 61673|Evans 11574,https://datb.cerl.org/estc/W30781,http://estc.bl.uk/W30781,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=161779,21454,,,
7062,4.001,"Anniversary oration, delivered May 21st, before the American Philosophical Society, held in Philadelphia, for the Promotion of Useful Knowledge : for the year 1782.",[1782],Philadelphia: Printed by John Dunlap,4702,"Bond, Thomas, 1712-1784",n87926523,Author,Author,,,,,2810,2810,63,63,AAS,1x 1782,One edition.,"APS has <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=171738"">one copy </a>bearing the autograph of William Barton (1754-1817).",Sabin 6286|Evans 17479,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=314888,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=314888,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=171738,19386,AM,,
7063,4.002,"Défense de l'inoculation, et relation des progrès qu'elle a faits à Philadelphie en 1758.",1784.,Strasbourgh [Strasbourg]: Libraire Académique,4702,"Bond, Thomas, 1712-1784",n87926523,Author,Author,,,,,2526|2527,2526|2527,63|25|44,25|44|63,WC,1x 1784,"One edition. French translation of an unpublished paper read to the American Philosophical Society in 1779. The text was also translated into German and published as <em>Vertheidigung der einpfropfung der pocken und geschichte ihres glücklichen erfolgs in Philadelphia</em> (Nürnberg [Nuremberg]: Georg Peter Monath, 1787).",,,http://www.worldcat.org/oclc/41172084,http://www.worldcat.org/oclc/41172084,,19387,AM,,
5292,403.001,"Cattle pastured and soiled in summer : kept and fattened in winter : with a comparative estimate between pasturing and tying up, in houses, the year through.",1798,[Philadelphia: Printed by Charles Cist],4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,520,520,21|1,1|21,ESTC,1x 1798 (Philadelphia),One edition. Ascribed to the press of Charles Cist by Bristol.,,Evans 48372,https://datb.cerl.org/estc/W118,http://estc.bl.uk/W118,,27489,JA,,
5293,403.002,Country habitations.,1798,[Philadelphia: Printed by Charles Cist],4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,467|1066|1068,467|1066|1068,21|1,1|21,ESTC,1x 1798 (Philadelphia),One edition. Ascribed to the press of Charles Cist by Evans.,,Evans 33435,https://datb.cerl.org/estc/W1597,http://estc.bl.uk/W1597,,27490,JA,,
5295,403.004,Essays and notes on husbandry and rural affairs.,1799,"Philadelphia: Printed by Budd and Bartram, for Thomas Dobson, at the stone house, no 41, South Second Street",4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,177,177,21|1,1|21,ESTC,"1x 1799, 1x 1801 (Philadelphia)","Two editions, one in 1799 and one in 1801.","APS holds one copy of the <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=151531"">1801 edition,</a> which was presented by the author, January 1802.",Sabin 6414|Evans 35216|Shaw-Shoemaker 210,https://datb.cerl.org/estc/W32043,http://estc.bl.uk/W32043,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=151531,27492,JA,,
5296,403.005,"The experienced farmer's tour in America : exhibiting, in a copious and familiar view, the American system of agriculture and breeding of cattle, with its recent improvements :bBy Richard Parkinson, (author of 'The experienced farmer,)' late of Orange Hill, near Baltimore, Maryland, North America : to which are added, Sketches, published by J.B. Boadley [sic], Esq. Philadelphia, an American cultivator.",1805,"London: Printed for John Stockdale, Piccadilly",4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Artist,Artist,,,,,2821|185,185|2821,21|1,1|21,LCP,1x 1805 (London),One edition.,,Sabin 58787,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=140168,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=140168,,27493,JA,,
5297,403.006,A few of the errors in the preceding Essays and notes on husbandry and rural affairs : additions and amendments.,[1801],[Philadelphia],4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,849|188,188|849,21|1,1|21,APS,1x 1801 (Philadelphia),One edition.,APS holds one copy.,,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=150601,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=150601,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=150601,27494,JA,,
5299,403.008,"Gleanings from the most celebrated books on husbandry, gardening, and rural affairs : [Seven lines of quotations] : from the London second edition of 1803 : interspersed with remarks and observations by a gentleman of Philadelphia.",1803,"Philadelphia: Printed and sold by James Humphreys, at the N.W. corner of Walnut and Dock-streets",4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Compiler|Editor,Compiler and Editor,,,,,1211|176,1211|176,21|1,1|21,AAS,1x 1803 (Philadelphia),One edition.,,Shaw-Shoemaker 4284,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=278447,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=278447,,27496,JA,,
5300,403.009,Hemp.,1799,[Philadelphia: Printed by Charles Cist],4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,1334|1333,1333|1334,21|1,1|21,ESTC,1x 1799 ([Philadelphia]),"One edition. Ascribed to the press of Charles Cist by Evans, and attributed to Bordley by Evans.",,Evans 35217,https://datb.cerl.org/estc/W1598,http://estc.bl.uk/W1598,,27497,JA,,
5301,403.010,"Intending to retire from the bustle of a town life, to a small seat a few miles in the country, consisting of a comfortable house, offices, garden, and 56 acres of arable land with a clay loam rather impoverished, but knowing nothing of husbandry from experience ... I consult practical farmers ...",1797,[Philadelphia: Printed by Charles Cist],4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,185|1021,1021|185,,,ESTC,1x 1797 ([Philadelphia]),One edition. Ascribed to the press of Charles Cist by Bristol and attributed to John Beale Bordley by Bristol.,,Evans 48064,https://datb.cerl.org/estc/W1599,http://estc.bl.uk/W1599,,27498,JA,,
5281,403.011,"Intimations : on manufactures : on the fruits of agriculture : and on new sources of trade, interfering with products of the United States of America in foreign markets.",1794,[Philadelphia: Printed by Charles Cist],4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,864,864,21|1,1|21,ESTC,"1x 1794 ([Philadelphia]), 1x 1796 ([Philadelphia])","Two editions likely, one in 1794 and one in 1796. As AAS notes, Evans 26681 attributes the work to John Beale Bordley.",,Evans 26681|Evans 30103,https://datb.cerl.org/estc/W474696,http://estc.bl.uk/W474696,,27499,JA,,
5282,403.012,National credit and character.,[1790],"[Philadelphia]: Printed by Daniel Humphreys, Front-Street, near the drawbridge, Philadelphia",4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,2910|775,2910|775,16,16,ESTC,1x 1790 ([Philadelphia]),"One edition, attributed to John Beale Bordley by Bristol.",,Evans 45834,https://datb.cerl.org/estc/W34169,http://estc.bl.uk/W34169,,27500,JA,,
5283,403.013,Necessaries : best product of land : best staple of commerce.,[1776],"Philadelphia: Printed by James Humphreys, Junr",4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,2491|3061|2816,2816|2491|3061,21|1,1|21,ESTC,1x 1776 (Philadelphia),"One edtion. As ESTC notes, ""authorship acknowledged by John Beale Bordley in his Essays and notes on husbandry .. Philadelphia, 1801, p. 244."" Bordley wrote in opposition to the proposed introduction of silk culture and wine making in Pennsylvania. Per Hildeburn, only 12 copies printed.","APS holds two copies: one inscribed by <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=31836"">John Vaughan</a> and one presented by <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=38098""> John Humphreys</a>.",Sabin 52209|Evans 14896,https://datb.cerl.org/estc/W13798,http://estc.bl.uk/W13798,,27501,JA,,
5284,403.014,"On monies, coins, weights, and measures, proposed for the United States of America.",[1789],"Philadelphia: Printed by Daniel Humphreys, in Front-Street, near the drawbridge",4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,3032|651|1842,1842|3032|651,16,16,ESTC,1x 1789 (Philadelphia),One edition. Attributed to John Beale Bordley in the Dictionary of American Biography.,,Evans 21698,https://datb.cerl.org/estc/W21401,http://estc.bl.uk/W21401,,27502,JA,Merged with duplicate record: 7074,
5285,403.015,"Outlines of a plan, for establishing a state society of agriculture in Pennsylvania.",[1794],"Philadelphia: Printed by Charles Cist, no. 104. North Second-Street",4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Contributor,Contributor,,,,,182,182,21|1,1|21,ESTC,1x 1794 (Philadelphia),One edition.,,Evans 26682|Evans 27512,https://datb.cerl.org/estc/W21598,http://estc.bl.uk/W21598,,27503,JA,,
5286,403.016,Purport of a letter on sheep.,[1789?],[Philadelphia: Printed by Daniel Humphreys],4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,2481|3080,2481|3080,21|1,1|21,ESTC,1x 1789 ([Philadelphia]),"One edition. Attributed to Bordley by Evans, who also supplied the imprint.",,Evans 21699,https://datb.cerl.org/estc/W28019,http://estc.bl.uk/W28019,,27504,JA,,
5287,403.017,"Queries selected from a paper of the Board of Agriculture in London, on the nature and principles of vegetation : with answers and observations by J.B.B.",1797,[Philadelphia: Printed by Charles Cist],4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,2567|188,188|2567,21|1,1|21,ESTC,1x 1797 ([Philadelphia]),"One edition, ascribed to the press of Charles Cist by Evans.",,Evans 31845,https://datb.cerl.org/estc/W1600,http://estc.bl.uk/W1600,,27505,JA,,
5288,403.018,Sketches on rotations of crops.,[1792],"Philadelphia: Printed by Charles Cist, no. 104, North Second-Street",4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,744,744,21|1,1|21,ESTC,"2x 1792 (Philadelphia), 1x 1796 (Philadelphia), 1x 1797 (Philadelphia)","Four editions: two in 1792, one in 1796, and one in 1797. ESTC notes on W1601: ""Another issue (Evans 24129) names Charles Cist of Philadelphia as printer. James Cowan was a printer and publisher at Easton, Talbot County, Md. from 1790 to 1804. Minick notes that Cowan had this work printed elsewhere, as 'the type does not correspond with that which he use at this time.'""",APS holds one copy of the 1792 edition.,Sabin 6415|Evans 24129|Evans 46390|Evans 30103|Evans 31846,https://datb.cerl.org/estc/W29439,http://estc.bl.uk/W29439,https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=83710,27506,JA,,
5289,403.019,"A summary view of the courses of crops, in the husbandry of England & Maryland : with a comparison of their products : and a system of improved courses, proposed for farms in America.",[1784],"[Philadelphia]: Printed by Charles Cist, at Philadelphia",4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,745|181|1041|1040|180,745|1040|1041|181|180,,,ESTC,1x 1784 ([Philadelphia]),"One edition, attributed to John Beale Bordley in the Dictionary of American Biography.",APS holds one copy.,Sabin 45373|Evans 18373,https://datb.cerl.org/estc/W2505,http://estc.bl.uk/W2505,https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=106859,27507,JA,,
5290,403.020,"A supplement to the essay On monies, coins, &c. proposed for the United States of America.",[1790],"Philadelphia: Printed by Daniel Humphreys, Front-Street, near the drawbridge",4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,3032|651|1842,651|3032|1842,,,ESTC,1x 1790 (Philadelphia),"One edition, attributed to Bordley by Evans.",,Sabin 93803|Sabin 57275|Evans 22368,https://datb.cerl.org/estc/W15,http://estc.bl.uk/W15,,27508,JA,,
5291,403.021,Yellow fever.,1794,[Philadelphia: Printed by Charles Cist?],4334,"Bordley, J. B. (John Beale), 1727-1804",n84027134,Author,Author,,,,,3094,3094,36,36,ESTC,1x 1794 ([Philadelphia),"One edition, attributed to Bordley by Evans, who also supplied the imprint.",,Sabin 106010|Evans 26684,https://datb.cerl.org/estc/W1602,http://estc.bl.uk/W1602,,27509,JA,,
6546,230.006,Disquisitio de momento virium mechanicarum.,1756.,Heidelbergae: Haener,4495,"Borie, Maria Carl de, 1756",,Author,Co-author,,,,,,,63,63,WC,1x 1756,One edition.,,,http://www.worldcat.org/oclc/698616001,http://www.worldcat.org/oclc/698616001,,22210,JF,,
4827,367.014,Nouvelles experiences sur la resistance des fluides.,1777.,"Paris: Chez Claude-Antoine Jombert, fils aine",4355,"Bossut, Charles, 1730-1814",n84160157,Author,Author,,,,,1195,1195,,,LCP,1x 1777 (Paris),One edition.,"<a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=150254"">APS First Edition.</a>",,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=70123,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=70123,https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=150254,29070,JA,,
8014,465.002,"Examen des projets de canaux de navigation, entre la rivière d'Oise, et la Seine au bastion de l'Arsenal à Paris, fait par ordre du comité des Travaux Publics de la Convention Nationale.",1795,Paris: De l'Imprimerie de la République,9992,"Bossut, Charles, 1730-1814",n84160157,Author,Author,"Le Roy, David, 1724?-1803",n86135416,Author,Author,,,61,61,WC,1x 1795 (Paris),One edition.,,,http://www.worldcat.org/oclc/778263006,http://www.worldcat.org/oclc/778263006,,,JA,"Merged with duplicate record: 7842, 7826",
7006,23.002,"Peace and union recommended; and self disclaim’d, and Christ exalted : in two sermons, preached at Philadelphia, before the Reverend Synods of New-York and Philadelphia : the first, on the 24th of May, 1758, by Francis Alison, D.D. vice-provost of the college, and rector of the academy, in Philadelphia : and, the second, May 25, 1758, by David Bostwick, A.M. minister of the Presbyterian-Church, in New-York.",[1758],"Philadelphia: Printed by W. Dunlap, at the newest-printing-office",4653,"Bostwick, David",n84024114,Author,Author,,,,,536|575|2469,536|575|2469,62|64,62|64,ESTC,1x 1758,One edition.,,Sabin 771|Evans 8070,https://datb.cerl.org/estc/W28864,http://estc.bl.uk/W28864,,19432,JF,,
6383,105.001,"An account of the settlement of the town of Bristol, in the state of Rhode-Island : and of the Congregational Church therein, with the succession of pastors, from its origin to the present time; together with the act of incorporation of the Catholic Congregational Society and the rules established in said society.",1785.,Providence: Printed by Bennett Wheeler,4616,"Bourne, Benjamin, 1755-1808",n84024115,Author,(role unspecified),,,,,458|459,458|459,36,36,ESTC,1x 1785,"One edition. The author of this text is contested. Sabin attributes this text to Stiles while Evans attributes it to Benjamin Bourne (1755-1808). For a further account, see Sabin.",,Sabin 8054|Evans 18942,https://datb.cerl.org/estc/W10127,http://estc.bl.uk/W10127,,22594,JF,,
6757,191.001,"Bradford’s catalogue of books and stationary, wholesale & retail, for 1796 : country store-keepers supplied with all kinds of books and stationary at his wholesale and retail book & stationary store, South Front Street. no. 8.",1796.,"Philadelphia: Printed by Thomas Bradford, no. 8, South Front Street",4542,"Bradford, Thomas, 1745-1838",n84024131,Author,Author,,,,,427|2303,2303|427,,,,2x 1796,"Two editions, both published in Philadelphia in 1796.",,Evans 30121,https://datb.cerl.org/estc/W34927,http://estc.bl.uk/W34927,,21518,JF,,
5363,434.001,"A catalogue of books. Just imported from London, and to be sold by W. Bradford, at the London-Coffee-House, Philadelphia, wholesale and retaile : with good allowance to those that take a quantity.",[1760],[Philadelphia: Printed by William Bradford,4256,"Bradford, William, 1719-1791",n85028455,Author,Author,,,,,427,427,,,ESTC,1x 1760 (Philadelphia),One edition.,,Evans 8555,https://datb.cerl.org/estc/W1682,http://estc.bl.uk/W1682,,27255,JA,,
5364,434.002,"The Pennsylvania pocket almanack, for the year 1761. Calculated for the use of the province of Pennsylvania, and the neighbouring provinces.",[1760],"Philadelphia: Printed and sold by W. Bradford, at the London Coffee-House",4256,"Bradford, William, 1719-1791",n85028455,Author,Author,,,,,211,211,,,ESTC,"1x 1760 (Philadelphia), 1x 1761 (Philadelphia), 1x 1762 (Philadelphia), 1x 1763 (Philadelphia), 1x 1764 (Philadelphia), 1x 1765 (Philadelphia), 1x 1766 (Philadelphia), 1x 1767 (Philadelphia), 1x 1768 (Philadelphia), 1x 1769 (Philadelphia), 1x 1770 (Philadelphia), 1x 1771 (Philadelphia), 1x 1772 (Philadelphia), 1x 1773 (Philadelphia), 1x 1774 (Philadelphia), 1x 1775 (Philadelphia), 1x 1776 (Philadelphia), 1x 1777 (Philadelphia), 1x 1779 (Philadelphia), 1x 1780 (Philadelphia), 1x 1781 (Philadelphia), 1x 1782 (Philadelphia), 1x 1783 (Philadelphia), 1x 1784 (Philadelphia), 1x 1785 (Philadelphia), 1x 1786 (Philadelphia)","Sixteen known editions by Bradford, running from 1760 (for 1761) through 1786 (for 1787): one in 1760 (Philadelphia), one in 1761 (Philadelphia), one in 1762 (Philadelphia), one in 1763 (Philadelphia), one in 1764 (Philadelphia), one in 1765 (Philadelphia), one in 1766 (Philadelphia), one in 1767 (Philadelphia), one in 1768 (Philadelphia), one in 1769 (Philadelphia), one in 1770 (Philadelphia), one in 1771 (Philadelphia), one in 1772 (Philadelphia), one in 1773 (Philadelphia), one in 1774 (Philadelphia), one in 1775 (Philadelphia), one in 1776 (Philadelphia), one in 1777 (Philadelphia), one in 1779 (Philadelphia), one in 1780 (Philadelphia), one in 1781 (Philadelphia), one in 1782 (Philadelphia), one in 1783 (Philadelphia), one in 1784 (Philadelphia), one in 1785 (Philadelphia), one in 1786 (Philadelphia).",,Sabin 60350|Evans 8465|Evans 8712|Evans 8977|Evans 9237|Evans 9482|Evans 9792|Evans 10129|Evans 10450|Evans 10735|Evans 11034|Evans 11410|Evans 11810|Evans 12187|Evans 12516|Evans 12933|Evans 13532|Evans 14381|Evans 15010|Evans 15988|Evans 16459|Evans 16944|Evans 17307|Evans 17673|Evans 18134|Evans 18724|Evans 19190|Evans 19910,https://datb.cerl.org/estc/W2379,http://estc.bl.uk/W2379,,27256,JA,,
6986,59.002,"Right ascensions and zenith distances of the moon : deduced from Dr. Bradley's observations made between September 13th, 1750, and November 2d, 1760.",1776.,[London]: [Printed by W. and J. Richardson],4642,"Bradley, James, 1693?-1762",n86823399,Author,Author,,,,,302|307,307|308,63|7,7|63,WC,1x 1776,"One edition. WorldCat also lists a related text entitled, <em>One thousand two hundred and twenty longitudes and latitudes of the moon : deduced from Dr. Bradley's observations made between September 13, 1750, and November 2d, 1760, and compared with a set of manuscript tables</em>, published in 1772 by the same printers and sometimes also called, <em>Longitudes and latitudes of the moon, deduced from Dr. Bradley's observations made between September 13, 1750, and November 2d, 1760, and compared with a set of manuscript tables</em>. However, this text does not appear in any library catalogs.",,,http://www.worldcat.org/oclc/52087419,http://www.worldcat.org/oclc/52087419,,19477,AM,,
6595,222.001,"An ethical essay : or An attempt to enumerate the several duties which we owe to God, our Saviour, our neighbor and ourselves, and the virtues and graces of the Christian life; contrasted on the opposite pages with their opposite vices and ill dispositions : to each of which are subjoined some loose notes, imperfect hints, and common observations, serving to illustrate, limit, or enforce them : intended to assist in the important duty of self-examination : by the late Edward Augustus Holyoke, M.D., LL.D., A.A.S : to which is added an appendix, containing some miscellaneous papers and prayers : with a biographical memoir, by John Brazer.",[1830],"Salem [Mass.]: Foote & Brown, prs. Gazette Office",4507,"Brazer, John, 1789-1846",n85221099,Contributor|Editor,Contributor and Editor,,,,,,,62,62,AAS,1x 1830,One edition.,"APS owns one copy, presented by John Brazer, May 1833.",Shaw-Shoemaker 1903|Sabin 32673,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=254980,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=254980,http://opac.amphilsoc.org:8080/cgi-bin/koha/catalogue/detail.pl?biblionumber=78…,22085,JF,,
4882,348.011,"Voyage a l'océan-Pacifique du nord et autour du monde, de 1790 à 1795.",1807.,Paris: J.E. Gabriel Dufour,4400,"Breton, M. (Jean Baptiste Joseph)",n85008252,Author,Author,,,,,3003|259|1599|3002|542|2763|815,3002|3003|2763|542|815|259|1599,36,36,WC,1x 1807 (Paris),One edition.,,,http://www.worldcat.org/oclc/222415725,http://www.worldcat.org/oclc/222415725,,28863,JA,,
5886,380.016,"Message from the President of the United States : communicating information in part, on the subject of a post road, from the city of Washington to New Orleans in pursuance of a resolution of the House of the 31 December last.",1805.,Washington City: Printed by William Duane & Son,4311,"Briggs, Isaac, 1763-1825",n84024176,Author,(role unspecified),,,,,2231|2806|2230,2230|2231|2806,,,WC,1x 1805 (Washington City),One edition.,,Shaw-Shoemaker 9568,http://www.worldcat.org/oclc/54219015,http://www.worldcat.org/oclc/54219015,,25641,JA,,
6744,212.002,"The Delawariad, or a second part of the Wilmingtoniad : being a touch at the times : a dialogue.",1801.,"Wilmington: Printed, at the Franklin Press, by J. Wilson",4484,"Bringhurst, Joseph",n87926555,Author,Author,,,,,2201|2915,2201|2915,60|42|59,42|59|60,AAS,1x 1801,"One edition. Published anonymously; variously attributed to John Vaughan, James Wilson and Bringhurst. A sequel to <em>The Wilmingtoniad</em>.",,Sabin 19421|Shaw-Shoemaker 402,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=276401,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=276401,,21539,AM,,
6743,212.003,"The Wilmingtoniad, or a touch of the times : a dialogue ...",1800.,Wilmington: Printed at the Franklin Press by James Wilson,4484,"Bringhurst, Joseph",n87926555,Author,Author,,,,,2915|3058|3059,3058|3059|2915,60|42|59,42|59|60,AAS,1x 1800,"One edition. Published anonymously; variously attributed to John Vaughan, James Wilson and Bringhurst. Followed by a sequel entitled, <em>The Delawariad</em>.",APS has one copy.,Sabin 104590|Evans 39115,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=354419,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=354419,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=33188,21540,AM,,
6745,212.001,"Copy of a letter from a young man, a quaker, in Pensylvania to the late William Cowper, the poet.",1800.,Chester: Printed at the office of Broster and son,4484,"Bringhurst, Joseph jun.",,Author,Author,,,,,,,42|62|59,42|59|62,ESTC,1x 1800,One edition. Published anonymously; Bringhurst's authorship attributed.,,Sabin 7990|Evans 37254,https://datb.cerl.org/estc/N49566,http://estc.bl.uk/N49566,,21536,AM,,
