nid,bib_number,title,year,publication,members,creator_1_name,creator_1_lcsh,creator_1_relator,creator_1_relator_old,creator_2_name,creator_2_lcsh,creator_2_relator,creator_2_relator_old,subjects,subjects_old,aps_subjects,aps_subjects_old,record_source,editions,editions_note,holding_note,references,external_permalink,external_permalink_old,aps_permalink,nid_old,created_by,admin_notes,needs_remediation
6700,183.002,"Correspondence of Mr. Ralph Izard, of South Carolina, from the year 1774 to 1804 : with a short memoir. Vol. I.",1844.,New York: C.S. Francis & Co.,4545,"Izard, Ralph, 1742-1804",n87947377,Author,Author,,,,,2936,2936,18|3,3|18,AAS,1x 1844,One edition.,APS holds a modern reprint (1976).,Sabin 35323|Howes I 97,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=48075,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=48075,,21685,JA,,
6813,65.033,"Personal affliction and frequent reflection upon human life, of great use to lead man to the remembrance of God : a sermon, preach’d on Sunday Sept. 1, 1754, in Christ-Church, Philadelphia; occasioned by the death of a beloved pupil, who departed this life, August 28, 1754, in the 16th year of his age.",1754.,"Philadelphia: Printed and sold by B. Franklin, and D. Hall, at the new-printing-office",4609|4580|4320|4578|4570|4694,"Jackson, Paul, 1730 or 31-1767",n83008001,Contributor,Contributor,,,,,1690|390|1203,1690|390|1203,27|22,22|27,ESTC,"1x 1754 (Philadelphia), 1x 1759 (London), 2x 1762 (London), 1x 1803 (Philadelphia)","<p>Five versions: one edition in 1754 (Philadelphia) plus reprints in Smith's <em>Discourses </em>(London: 1759, 1762, 1762) and in the first volume of his <em>Works</em> (Philadelphia: 1803).</p> <p>As LCP notes, the imprint contains ""Verses to the Rev. Mr. Smith on hearing his sermon, upon the death of his hopeful pupil, our dear fellow-student Mr. William Thomas Martin.""--p. v-viii. The verses are by Francis Hopkinson, Samuel Magaw, Jacob Duché, Thomas Barton, and Paul Jackson; it also includes ""A hymn, comprising the chief heads of the foregoing sermon, composed to have been sung after it was delivered.""--p. [17].</p>",,Sabin 84641|Evans 7318,https://datb.cerl.org/estc/W28868,http://estc.bl.uk/W28868,,21391,"JF, JA",,
4887,348.004,"The laws of Jamaica : comprehending all the acts in force, passed between the thirty-second year of the reign of King Charles the Second, and the thirty-second year of the reign of King George the Third : to which is prefixed, a table of the titles of the public and private acts passed during that time.",1792–1831.,"St. Jago de la Vega, Jamaica: Printed by Alexander Aikman, printer to the King's Most Excellent Majesty",4400,"Jamaica. Commissioners to Compile, Print, and Publish the Several Public Acts of Assembly",,Author,Corporate Author,,,,,,,36,36,AAS,"1x 1792–1831 (St. Jago de la Vega, Jamaica)",One edition.,,Sabin 21908,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=519406,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=519406,,28838,JA,,
6791,110.001,"Description of four capital pictures by Titian after the cantos of Petrarch stiled the Triumphs of time, of fame, of religion, & of death.",[1774?],[London?: s.n.],4621,"Jamineau, Isaac, 1710-1789",no2009051102,Author,Author,,,,,2754,2754,30,30,ESTC,1x 1774,One edition.,,,https://datb.cerl.org/estc/T194459,http://estc.bl.uk/T194459,,21440,AM,,
6816,65.048,"To all the worthy and reverend, the clergy and ministers of the Gospel, into whose hands His Majesty’s royal brief, for the colleges of Philadelphia and New York, shall come : an humble representation.",[1762],[London],4609,"Jay, James, Sir, 1732-1815",n85820335,Author,Author,,,,,,,22|62,22|62,ESTC,"1x 1762 (London), 1x 1879 (Philadelphia)","Two versions: one edition in 1762 (London) and a reprint in Horace W. Smith's <em>Life and correspondence of the Rev. William Smith</em> (Philadelphia, 1879).",,Sabin 84674|Streeter VII: 4059,https://datb.cerl.org/estc/N25804,http://estc.bl.uk/N25804,,21385,JF,,
5586,379.001,"An address to the people of the state of New-York, on the subject of the Constitution, agreed upon at Philadelphia, the 17th of September, 1787.",[1788],"New York: Printed by Samuel and John Loudon, printers to the state",4310,"Jay, John, 1745-1829",n79088877,Author,Author,,,,,2907,2907,,,ESTC,1x 1788 (New York),One edition.,APS holds one copy.,Sabin 35830|Evans 21175,https://datb.cerl.org/estc/W11796,http://estc.bl.uk/W11796,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=46375,26351,JA,,
5587,379.002,"The charge delivered by the Honourable John Jay, Esq : chief justice, of the state of New-York, to the Grand Jury, at the Supreme Court, held in Kingston, in Ulster County, September 9, 1777.",[1777],"Kingston [N.Y.]: Printed by John Holt, printer to the state of New York",4310,"Jay, John, 1745-1829",n79088877,Author,Author,,,,,715|1961|2859,715|1961|2863,,,ESTC,1x 1777 (Kingston [N.Y.]),One edition.,,Evans 15376,https://datb.cerl.org/estc/W6467,http://estc.bl.uk/W6467,,26354,JA,,
5588,379.003,"The charge of Chief Justice Jay to the grand juries on the Eastern Circuit : at the circuit courts held in the districts of New-York, on the 4th, of Connecticut on the 22d days of April : of Massachusetts on the 4th, and of New-Hampshire on the 20th days of May, 1790.",[1790],"Portsmouth, (N.H.): Printed and to be sold by George Jerry Osborne, Jr. at his office, Guttemberg's Head, Congress-Street",4310,"Jay, John, 1745-1829",n79088877,Author,Author,,,,,1515,1515,,,ESTC,"1x 1790 (Portsmouth, (N.H.))",One edition.,,Evans 22587,https://datb.cerl.org/estc/W37738,http://estc.bl.uk/W37738,,26356,JA,,
5591,379.006,"A letter and instructions from Sir William Scott and Doctor John Nicholl, prepared at the instance of Mr. Jay.",1794.,[Philadelphia: Printed by Francis Childs and John Swaine],4310,"Jay, John, 1745-1829",n79088877,Contributor,Contributor,,,,,154|2264,154|2264,,,ESTC,1x 1794 (Philadelphia),One edition.,,Evans 47283,https://datb.cerl.org/estc/W23965,http://estc.bl.uk/W23965,,26363,JA,,
5592,379.007,"The Resolutions adopted at a meeting of the Episcopalians at Mechanic Hall : also, two letters from the Honorable John Jay, to the Rev. Cave Jones.",1812.,New York: [s.n.],4310,"Jay, John, 1745-1829",n79088877,Contributor,Contributor,,,,,1359|1507|956|958|1348|2781,2781|958|956|1359|1348|1507,,,AAS,1x 1812 (New York),One edition.,APS holds one copy.,Shaw-Shoemaker 26545|Shaw-Shoemaker 26599,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=305770,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=305770,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=87500,26369,JA,,
5601,457.008,"The Federalist : a collection of essays, written in favour of the new Constitution, as agreed upon by the Federal Convention, September 17, 1787. In two volumes. ...",[1788],"New York: Printed and sold by J. and A. M'Lean, no. 41, Hanover-Square",4276|4310,"Jay, John, 1745-1829",n79088877,Author,Author,,,,,2819|710,2819|710,,,ESTC,"1x 1788 (New York), 1x 1792 (Paris), 1x 1799 (New York), 1x 1802 (New York), 1x 1810 (New York), 1x 1817 (Philadelphia), 2x 1818 (Philadelphia, City of Washington, D.C.), 2x 1826 (Hallowell [ME], Philadelphia), 2x 1831 (Hollowell [ME], Washington, D.C.), 1x 1837 (Hallowell [ME]), 1x 1840 (Rio de Janeiro), 1x 1842 (Hallowell [ME]), 1x 1845 (Washington [D.C.]), 1x 1847 (Philadelphia), 1x 1857 (Hallowell [ME]), 1x 1810 (New York), 1x 1864 (Philadelphia), 1x 1898 (New York)","At least twenty-one editions: one in 1788 (New York), one in 1792 (Paris), one in 1799 (New York), one in 1802 (New York), one in 1810 (New York), one in 1817 (Philadelphia), two in 1818 (Philadelphia, City of Washington, D.C.), two in 1826 (Hallowell [ME], Philadelphia), two in 1831 (Hollowell [ME], Washington, D.C.), one in 1837 (Hallowell [ME]), one in 1840 (Rio de Janeiro), one in 1842 (Hallowell [ME]), one in 1845 (Washington [D.C.]), one in 1847 (Philadelphia), one in 1857 (Hallowell [ME]), one in 1810 (New York), one in 1864 (Philadelphia), one in 1898 (New York). This imprint was, per Evans via ESTC, ""the first complete edition in book form. 'It was printed in two states--a few copies on superfine royal writing paper, besides the ordinary paper--and the second volume is printed on paper somewhat larger than the first volume.'--Evans.""","APS holds eight copies: <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=26191"">one copy of the 1788</a>, presented by Jacob Snider from Library of John Vaughan, March 18, 1842, which bears the autograph of John Vaughan; <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=93166"">one copy of the 1792</a> which contains bookplate: Bibliothèque de Mr. Cte. Frédéric de Pourtales; <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=66078"">one copy of the 1810</a>; <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=241179#tab5X"">one copy of the 1818</a> (Washington); one copy of the 1826 (Hallowell, ME); <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=254018"">one copy of the 1831</a> (Hallowell, ME); <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=115305"">one copy of the 1864</a>, presented by Mrs. Wm. P. Gest from Mr. Gest's library, Jan. 1941; <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=16409"">one copy of the 1868</a>; <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=59037"">one copy of the 1898</a>, marked Gest.","Sabin 23979|Sabin 23980|Sabin 23993|Sabin 23981|Sabin 23982|Sabin 23983|Sabin 23984|Sabin 23985|Sabin 23987|Sabin 23986|Sabin 23988|Sabin 23996|Sabin 23989|Sabin 23990|Sabin 23991|Sabin 23992|Evans 21127|Evans 35581|Shaw-Shoemaker 2218|Shaw-Shoemaker 20100|Shaw-Shoemaker 40809|Shaw-Shoemaker 44016|Shaw-Shoemaker 44017|Shoemaker, Checklist of American Imprints 7022|Shoemaker, Checklist of American Imprints 7421|Shoemaker, Checklist of American Imprints 24513|Shoemaker, Checklist of American Imprints 24514|Shoemaker, Checklist of American Imprints 44270|Shoemaker, Checklist of American Imprints 42-1762|Shoemaker, Checklist of American Imprints 42-1763|Shoemaker, Checklist of American Imprints 45-2353|Howes H114|Streeter II: 1049",https://datb.cerl.org/estc/W5416,http://estc.bl.uk/W5416,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=26191|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=93166|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=66078|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=241179#tab5X|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=254018|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=115305|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=16409|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=59037,26335,JA,,
5870,380.001,"Note. The passages of the convention of 1784, which are not in that of 1788, are printed in italics : those of 1788 which were not in that in 1784, are in a small character.",1788.,[Paris: Clousier],4311,"Jefferson, Thomas, 1743-1826",n79089957,Arranger,Arranger,,,,,,,,,LCP,1x 1788 (Paris),"One edition. The English texts of the treaties between France and the United States of 1784 and 1788, printed in parallel columns, prepared by Thomas Jefferson for the use of the Senate during ratification; printed at Paris by Clousier in 1788. Cf. The papers of Thomas Jefferson, ed. J.P. Boyd (Princeton, 1958), p. 88-89, 178-180. Issued without title page; title taken from opening lines of text.",,Evans 21525,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=170459,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-search.pl?idx=control-number&q=000177585,,25625,JA,,
5872,380.003,An appendix to the Notes on Virginia relative to the murder of Logan's family.,[1800],Philadelphia: Printed by Samuel H. Smith,4311,"Jefferson, Thomas, 1743-1826",n79089957,Author,Author,,,,,1432|1863,1432|1863,,,ESTC,2x 1800 (Philadelphia),Two editions. But also appeared in various imprints of Jefferson's Notes on the State of Virginia.,APS holds two copies.,"Sabin 35880|Sabin 55880|Evans 37700|Evans 37701|Verner, C. Further checklist of the separate editions of Jefferson's Notes on the state of Virginia, 1800A",https://datb.cerl.org/estc/W11678,http://estc.bl.uk/W11678,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=97219,25627,JA,,
5873,380.004,"A circular letter, from the General Republican Committee, of the City and County of New York, to their Republican fellow citizens, throughout the state : in vindication of the measures of the general government, and on the necessity of supporting them against foreign influence and domestic faction.",1809.,"New York: Printed by Frank, White & Co",4311,"Jefferson, Thomas, 1743-1826",n79089957,Author,Author,,,,,919|2829|2818|1948|2913,919|2818|2829|2913|1948,,,LCP,1x 1809 (New York [N.Y.]),"One edition. The English texts of the treaties between France and the United States of 1784 and 1788, printed in parallel columns, prepared by Thomas Jefferson for the use of the Senate during ratification; printed at Paris by Clousier in 1788.",,Shaw-Shoemaker 17376,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=258282,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-search.pl?idx=control-number&q=000270995,,25628,JA,,
5875,380.006,"The address of Thomas Jefferson, to the Senate, the members of the House of Representatives, the public officers, and a large concourse of citizens : delivered in the Senate chamber, on the 4th day of March, 1801, on his taking the oath of office, as president of the United States of America.",1801.,Baltimore: Printed for Keatinge's Book-store,4311,"Jefferson, Thomas, 1743-1826",n79089957,Author,Author,,,,,2918|2919|2250|1496,2918|2919|1496|2250,,,AAS,"4x 1801 (2x Baltimore, Philadelphia, Liverpool, Pisa,) 1x 1802 (Paris), 1x 1809 (Boston), 1x 1828 (Hingham, MA)","Seven editions: four in 1801 (2x Baltimore, Philadelphia, Liverpool, Pisa,) one in 1802 (Paris), one in 1809 (Boston), one in 1828 (Hingham, MA).",,"Sabin 35879|Sabin 3596|Sabin 35886|Shaw-Shoemaker 712|Shaw-Shoemaker 713|Shaw-Shoemaker 312|Shaw-Shoemaker 18909|Shoemaker, Checklist of American Imprints 36408",https://catalog.mwa.org/vwebv/holdingsInfo?bibId=279892,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=279892,,25630,JA,,
5876,380.007,A manual of parliamentary practice : for the use of the Senate of the United States.,[1801],Washington City [D.C.]: Printed by Samuel Harrison Smith,4311,"Jefferson, Thomas, 1743-1826",n79089957,Author,Author,,,,,2063|2950,2950|2063,,,AAS,"1x 1801 (Washington City [D.C.]), 1x 1810 (Lancaster, PA), 1x 1812 (Washington [D.C.]), 1x 1813 (Lancaster, PA), 1x 1814 (Paris), 1x 1819 (Berlin), 1x 1820 (Washington City [D.C.]), 1x 1822 (Washington), 1x 1823 (Concord [N.H.]), 1x 1826 (Nueva York [New York]), 1x 1827 (Paris), 1x 1828 (Cincinnati)","At least tweleve editions before 1830: one in 1801 (Washington City [D.C.]), one in 1810 (Lancaster, PA), one in 1812 (Washington [D.C.]), one in 1813 (Lancaster, PA), one in 1814 (Paris), one in 1819 (Berlin), one in 1820 (Washington City [D.C.]), one in 1822 (Washington), one in 1823 (Concord [N.H.]), one in 1826 (Nueva York [New York]), one in 1827 (Paris), one in 1828 (Cincinnati).","APS holds three copies, including <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=179557"">two copies of the 1801 edition</a>: one presented by Adam Seybert in August 1822, and one which was received as part of the formation of the David Center for the American Revolution; as well as <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=159862"">one 1813</a>.","Sabin 35887|Shaw-Shoemaker 719|Shaw-Shoemaker 20447|Shaw-Shoemaker 25740|Shaw-Shoemaker 25741|Shaw-Shoemaker 27126|Shaw-Shoemaker 27127|Shaw-Shoemaker 28832|Shoemaker, Checklist of American Imprints 1789|Shoemaker, Checklist of American Imprints 12953|Shoemaker, Checklist of American Imprints 33705",https://catalog.mwa.org/vwebv/holdingsInfo?bibId=279895,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=279895,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=179557|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=159862,25631,JA,,
