nid,error,error_num
5011,"Member Laurens, Henry (4405) is indicated by bib number but does not appear in creators",5
5011,"Member Laurens, Henry (4405) appears in members but not creators",4
5306,"Member Vergennes, Charles G. (4258) is indicated by bib number but does not appear in creators",5
5306,"Member Vergennes, Charles G. (4258) appears in members but not creators",4
5314,"Member Vergennes, Charles G. (4258) is indicated by bib number but does not appear in creators",5
5314,"Member Vergennes, Charles G. (4258) appears in members but not creators",4
4803,"Member Maskelyne, Nevil (4370) is indicated by bib number but does not appear in creators",5
4803,"Member Maskelyne, Nevil (4370) appears in members but not creators",4
6474,"Member White, William (4522) is indicated by bib number but does not appear in creators",5
6474,"Member White, William (4522) appears in members but not creators",4
6424,"Member Michailis, Christian F. (4274) appears in members but is not accounted for in bib_number 114",2
6424,"Member Michailis, Christian F. (4274) appears in members but not creators",4
4922,"Member Ferguson, James (4377) is indicated by bib number but does not appear in creators",5
4922,"Member Ferguson, James (4377) appears in members but not creators",4
6326,"Member Cutler, Manasseh (4273) is indicated by bib number but does not appear in creators",5
6326,"Member Cutler, Manasseh (4273) appears in members but not creators",4
6710,"Member Savile, Sir George (4517) is indicated by bib number but does not appear in creators",5
6710,"Member Savile, Sir George (4517) appears in members but not creators",4
6709,"Member Savile, Sir George (4517) is indicated by bib number but does not appear in creators",5
6709,"Member Savile, Sir George (4517) appears in members but not creators",4
6708,"Member Savile, Sir George (4517) is indicated by bib number but does not appear in creators",5
6708,"Member Savile, Sir George (4517) appears in members but not creators",4
6829,"Member Smith, William (1727-1803), Provost (4609) is indicated by bib number but does not appear in creators",5
6829,"Member Smith, William (1727-1803), Provost (4609) appears in members but not creators",4
5605,"Member Madison, James (4276) is indicated by bib number but does not appear in creators",5
5605,"Member Madison, James (4276) appears in members but not creators",4
6578,"Member Scott, John Morin (4536) appears in members but is not accounted for in bib_number 196",2
6578,"Member Livingston, William (4535) is indicated by bib number but does not appear in creators",5
6578,"Member Livingston, William (4535) appears in members but not creators",4
6330,"Member Cutler, Manasseh (4273) is indicated by bib number but does not appear in creators",5
6330,"Member Cutler, Manasseh (4273) appears in members but not creators",4
5058,"Member Michailis, Christian F. (4274) is indicated by bib number but does not appear in creators",5
5058,"Member Michailis, Christian F. (4274) appears in members but not creators",4
6470,"Member White, William (4522) is indicated by bib number but does not appear in creators",5
6470,"Member White, William (4522) appears in members but not creators",4
4715,"Member Franklin, Benjamin (4249) is indicated by bib number but does not appear in creators",5
4715,"Member Franklin, Benjamin (4249) appears in members but not creators",4
6047,"Member Sue, Jean-Joseph (4302) is indicated by bib number but does not appear in creators",5
6047,"Member Sue, Jean-Joseph (4302) appears in members but not creators",4
6777,"Member Peters, Richard (4586) is indicated by bib number but does not appear in creators",5
6777,"Member Peters, Richard (4586) appears in members but not creators",4
5384,"Member von Steuben, Friedrich W. (4301) is indicated by bib number but does not appear in creators",5
5384,"Member von Steuben, Friedrich W. (4301) appears in members but not creators",4
6630,"Member Smith, Samuel (4540) is indicated by bib number but does not appear in creators",5
6630,"Member Smith, Samuel (4540) appears in members but not creators",4
6629,"Member Smith, Samuel (4540) is indicated by bib number but does not appear in creators",5
6629,"Member Smith, Samuel (4540) appears in members but not creators",4
6628,"Member Smith, Samuel (4540) is indicated by bib number but does not appear in creators",5
6628,"Member Smith, Samuel (4540) appears in members but not creators",4
7036,"Member Smith, William (1697–1769) (4664) appears in members but is not accounted for in bib_number 10",2
7036,"Member Alexander, James (d. 1756) (4666) is indicated by bib number but does not appear in creators",5
7036,"Member Alexander, James (d. 1756) (4666) appears in members but not creators",4
7038,"Member Smith, William (1697–1769) (4664) appears in members but is not accounted for in bib_number 10",2
7038,"Member Alexander, James (d. 1756) (4666) is indicated by bib number but does not appear in creators",5
7038,"Member Alexander, James (d. 1756) (4666) appears in members but not creators",4
6965,"Member Smith, William (1727-1803), Provost (4609) appears in members but is not accounted for in bib_number 38",2
6965,"Member Jackson, Paul (4694) is indicated by bib number but does not appear in creators",5
6965,"Member Jackson, Paul (4694) appears in members but not creators",4
6568,"Member Livingston, William (4535) is indicated by bib number but does not appear in creators",5
6568,"Member Livingston, William (4535) appears in members but not creators",4
6571,"Member Livingston, William (4535) is indicated by bib number but does not appear in creators",5
6571,"Member Livingston, William (4535) appears in members but not creators",4
6572,"Member Livingston, William (4535) is indicated by bib number but does not appear in creators",5
6572,"Member Livingston, William (4535) appears in members but not creators",4
6639,"Member Livingston, William (4535) appears in members but is not accounted for in bib_number 197",2
6639,"Member Scott, John Morin (4536) is indicated by bib number but does not appear in creators",5
6639,"Member Livingston, William (4535) appears in members but not creators",4
6639,"Member Scott, John Morin (4536) appears in members but not creators",4
5056,"Member Michailis, Christian F. (4274) is indicated by bib number but does not appear in creators",5
5056,"Member Michailis, Christian F. (4274) appears in members but not creators",4
5187,"Member Barbe-Marbois, Francois (4300) is indicated by bib number but does not appear in creators",5
5187,"Member Barbe-Marbois, Francois (4300) appears in members but not creators",4
6579,"Member Livingston, William (4535) is indicated by bib number but does not appear in creators",5
6579,"Member Livingston, William (4535) appears in members but not creators",4
6174,"Member Drinker, John (4449) is indicated by bib number but does not appear in creators",5
6174,"Member Drinker, John (4449) appears in members but not creators",4
6971,"Member Waln, Nicholas (4683) is indicated by bib number but does not appear in creators",5
6971,"Member Waln, Nicholas (4683) appears in members but not creators",4
6167,"Member Drinker, John (4449) is indicated by bib number but does not appear in creators",5
6167,"Member Drinker, John (4449) appears in members but not creators",4
6920,"Member Pemberton, James (4604) is indicated by bib number but does not appear in creators",5
6920,"Member Pemberton, James (4604) appears in members but not creators",4
6972,"Member Waln, Nicholas (4683) is indicated by bib number but does not appear in creators",5
6972,"Member Waln, Nicholas (4683) appears in members but not creators",4
6701,"Member Chalmers, Lionel (4544) is indicated by bib number but does not appear in creators",5
6701,"Member Chalmers, Lionel (4544) appears in members but not creators",4
6245,"Member Dickinson, John (4596) is indicated by bib number but does not appear in creators",5
6245,"Member Dickinson, John (4596) appears in members but not creators",4
5809,"Member Campomanes, Pedro Rodriguez (4265) is indicated by bib number but does not appear in creators",5
5809,"Member Campomanes, Pedro Rodriguez (4265) appears in members but not creators",4
5793,"Member Campomanes, Pedro Rodriguez (4265) is indicated by bib number but does not appear in creators",5
5793,"Member Campomanes, Pedro Rodriguez (4265) appears in members but not creators",4
6785,Member matching this bib number does not exist: xxx,1
6785,"Member Odell, Jonathan (4622) appears in members but not creators",4
7075,Member matching this bib number does not exist: unassigned,1
7064,"Member Bartram, John (4703) is indicated by bib number but does not appear in creators",5
7064,"Member Bartram, John (4703) appears in members but not creators",4
6335,"Member Cutler, Manasseh (4273) is indicated by bib number but does not appear in creators",5
6335,"Member Cutler, Manasseh (4273) appears in members but not creators",4
6046,"Member Sue, Jean-Baptiste (4257) appears in members but is not accounted for in bib_number 374",2
6159,"Member Gibbons, Thomas (4350) is indicated by bib number but does not appear in creators",5
6159,"Member Gibbons, Thomas (4350) appears in members but not creators",4
7005,"Member Alison, Francis (4653) is indicated by bib number but does not appear in creators",5
7005,"Member Alison, Francis (4653) appears in members but not creators",4
6617,"Member Cullen, William (4529) is indicated by bib number but does not appear in creators",5
6617,"Member Cullen, William (4529) appears in members but not creators",4
5987,"Member Price, Richard (4288) is indicated by bib number but does not appear in creators",5
5987,"Member Price, Richard (4288) appears in members but not creators",4
6177,"Member Rozier, Jean F. (4357) is indicated by bib number but does not appear in creators",5
6177,"Member Rozier, Jean F. (4357) appears in members but not creators",4
5656,"Member Priestley, Joseph (4278) is indicated by bib number but does not appear in creators",5
5656,"Member Priestley, Joseph (4278) appears in members but not creators",4
6739,"Member Wharton, Samuel (4434) is indicated by bib number but does not appear in creators",5
6739,"Member Wharton, Samuel (4434) appears in members but not creators",4
5313,"Member Vergennes, Charles G. (4258) is indicated by bib number but does not appear in creators",5
5313,"Member Vergennes, Charles G. (4258) appears in members but not creators",4
7034,"Member Alexander, James (d. 1756) (4666) is indicated by bib number but does not appear in creators",5
7034,"Member Alexander, James (d. 1756) (4666) appears in members but not creators",4
6804,"Member Smith, William (1727-1803), Provost (4609) is indicated by bib number but does not appear in creators",5
6804,"Member Smith, William (1727-1803), Provost (4609) appears in members but not creators",4
6803,"Member Smith, William (1727-1803), Provost (4609) is indicated by bib number but does not appear in creators",5
6803,"Member Smith, William (1727-1803), Provost (4609) appears in members but not creators",4
5967,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5967,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5974,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5974,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5378,"Member von Steuben, Friedrich W. (4301) is indicated by bib number but does not appear in creators",5
5378,"Member von Steuben, Friedrich W. (4301) appears in members but not creators",4
5379,"Member von Steuben, Friedrich W. (4301) is indicated by bib number but does not appear in creators",5
5379,"Member von Steuben, Friedrich W. (4301) appears in members but not creators",4
5386,"Member von Steuben, Friedrich W. (4301) is indicated by bib number but does not appear in creators",5
5386,"Member von Steuben, Friedrich W. (4301) appears in members but not creators",4
5858,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5858,"Member Jefferson, Thomas (4311) appears in members but not creators",4
6209,"Member Wilson, James (4471) is indicated by bib number but does not appear in creators",5
6209,"Member Wilson, James (4471) appears in members but not creators",4
5888,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5888,"Member Jefferson, Thomas (4311) appears in members but not creators",4
6354,"Member Clark, Daniel (4442) is indicated by bib number but does not appear in creators",5
6354,"Member Clark, Daniel (4442) appears in members but not creators",4
5860,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5860,"Member Jefferson, Thomas (4311) appears in members but not creators",4
6409,"Member Rush, Benjamin (4614) is indicated by bib number but does not appear in creators",5
6409,"Member Rush, Benjamin (4614) appears in members but not creators",4
5855,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5855,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5374,"Member von Steuben, Friedrich W. (4301) is indicated by bib number but does not appear in creators",5
5374,"Member von Steuben, Friedrich W. (4301) appears in members but not creators",4
5902,"Member Washington, George (4294) is indicated by bib number but does not appear in creators",5
5902,"Member Washington, George (4294) appears in members but not creators",4
6775,"Member Du Simitière, Pierre Eugène (4583) is indicated by bib number but does not appear in creators",5
6775,"Member Du Simitière, Pierre Eugène (4583) appears in members but not creators",4
5815,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5815,"Member Jefferson, Thomas (4311) appears in members but not creators",4
6249,"Member Dickinson, John (4596) is indicated by bib number but does not appear in creators",5
6249,"Member Dickinson, John (4596) appears in members but not creators",4
6258,"Member Dickinson, John (4596) is indicated by bib number but does not appear in creators",5
6258,"Member Dickinson, John (4596) appears in members but not creators",4
5825,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5825,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5841,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5841,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5842,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5842,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5843,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5843,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5844,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5844,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5845,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5845,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5595,"Member Madison, James (4276) is indicated by bib number but does not appear in creators",5
5595,"Member Madison, James (4276) appears in members but not creators",4
5851,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5851,"Member Jefferson, Thomas (4311) appears in members but not creators",4
6597,"Member Hopkinson, Francis (4580) is indicated by bib number but does not appear in creators",5
6597,"Member Hopkinson, Francis (4580) appears in members but not creators",4
5881,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5881,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5903,"Member Washington, George (4294) is indicated by bib number but does not appear in creators",5
5903,"Member Washington, George (4294) appears in members but not creators",4
5904,"Member Washington, George (4294) is indicated by bib number but does not appear in creators",5
5904,"Member Washington, George (4294) appears in members but not creators",4
5892,"Member Washington, George (4294) is indicated by bib number but does not appear in creators",5
5892,"Member Washington, George (4294) appears in members but not creators",4
5893,"Member Washington, George (4294) is indicated by bib number but does not appear in creators",5
5893,"Member Washington, George (4294) appears in members but not creators",4
5899,"Member Washington, George (4294) is indicated by bib number but does not appear in creators",5
5899,"Member Washington, George (4294) appears in members but not creators",4
5900,"Member Washington, George (4294) is indicated by bib number but does not appear in creators",5
5900,"Member Washington, George (4294) appears in members but not creators",4
5901,"Member Washington, George (4294) is indicated by bib number but does not appear in creators",5
5901,"Member Washington, George (4294) appears in members but not creators",4
5829,"Member Adams, John (4296) appears in members but is not accounted for in bib_number 380",2
5829,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5829,"Member Adams, John (4296) appears in members but not creators",4
5829,"Member Jefferson, Thomas (4311) appears in members but not creators",4
6321,"Member Adams, John (4296) appears in members but is not accounted for in bib_number 451",2
6321,"Member McHenry, James (4279) is indicated by bib number but does not appear in creators",5
6321,"Member Adams, John (4296) appears in members but not creators",4
6321,"Member McHenry, James (4279) appears in members but not creators",4
6323,"Member Adams, John (4296) appears in members but is not accounted for in bib_number 451",2
6323,"Member McHenry, James (4279) is indicated by bib number but does not appear in creators",5
6323,"Member Adams, John (4296) appears in members but not creators",4
6323,"Member McHenry, James (4279) appears in members but not creators",4
6798,"Member Mifflin, Thomas (4599) is indicated by bib number but does not appear in creators",5
6798,"Member Mifflin, Thomas (4599) appears in members but not creators",4
5882,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5882,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5883,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5883,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5884,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5884,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5887,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5887,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5848,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5848,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5852,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5852,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5853,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5853,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5854,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5854,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5856,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5856,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5857,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5857,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5862,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5862,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5863,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5863,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5864,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5864,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5869,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5869,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5820,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5820,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5821,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5821,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5947,"Member Jefferson, Thomas (4311) appears in members but is not accounted for in bib_number 406",2
5947,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5947,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5947,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5948,"Member Jefferson, Thomas (4311) appears in members but is not accounted for in bib_number 406",2
5948,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5948,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5948,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5949,"Member Jefferson, Thomas (4311) appears in members but is not accounted for in bib_number 406",2
5949,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5949,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5949,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5945,"Member Madison, James (4276) appears in members but is not accounted for in bib_number 406",2
5945,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5945,"Member Madison, James (4276) appears in members but not creators",4
5945,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5946,"Member Madison, James (4276) appears in members but is not accounted for in bib_number 406",2
5946,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5946,"Member Madison, James (4276) appears in members but not creators",4
5946,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5951,"Member Madison, James (4276) appears in members but is not accounted for in bib_number 406",2
5951,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5951,"Member Madison, James (4276) appears in members but not creators",4
5951,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5953,"Member Madison, James (4276) appears in members but is not accounted for in bib_number 406",2
5953,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5953,"Member Madison, James (4276) appears in members but not creators",4
5953,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5954,"Member Madison, James (4276) appears in members but is not accounted for in bib_number 406",2
5954,"Member Rush, Benjamin (4614) appears in members but is not accounted for in bib_number 406",2
5954,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5954,"Member Madison, James (4276) appears in members but not creators",4
5954,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5954,"Member Rush, Benjamin (4614) appears in members but not creators",4
5955,"Member Madison, James (4276) appears in members but is not accounted for in bib_number 406",2
5955,"Member Rush, Benjamin (4614) appears in members but is not accounted for in bib_number 406",2
5955,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5955,"Member Madison, James (4276) appears in members but not creators",4
5955,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5955,"Member Rush, Benjamin (4614) appears in members but not creators",4
5956,"Member Madison, James (4276) appears in members but is not accounted for in bib_number 406",2
5956,"Member Rush, Benjamin (4614) appears in members but is not accounted for in bib_number 406",2
5956,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5956,"Member Madison, James (4276) appears in members but not creators",4
5956,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5956,"Member Rush, Benjamin (4614) appears in members but not creators",4
5957,"Member Madison, James (4276) appears in members but is not accounted for in bib_number 406",2
5957,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5957,"Member Madison, James (4276) appears in members but not creators",4
5957,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5958,"Member Madison, James (4276) appears in members but is not accounted for in bib_number 406",2
5958,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5958,"Member Madison, James (4276) appears in members but not creators",4
5958,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5950,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5950,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5952,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5952,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
5824,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5824,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5372,"Member von Steuben, Friedrich W. (4301) is indicated by bib number but does not appear in creators",5
5372,"Member von Steuben, Friedrich W. (4301) appears in members but not creators",4
5267,"Member Daubenton, Louis J.M. (4343) is indicated by bib number but does not appear in creators",5
5267,"Member Daubenton, Louis J.M. (4343) appears in members but not creators",4
5178,"Member Macquer, Pierre J. (4352) is indicated by bib number but does not appear in creators",5
5178,"Member Macquer, Pierre J. (4352) appears in members but not creators",4
6753,"Member Cirillo, Domenico Maria Leone (4509) is indicated by bib number but does not appear in creators",5
6753,"Member Cirillo, Domenico Maria Leone (4509) appears in members but not creators",4
5871,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5871,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5814,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5814,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5600,"Member Madison, James (4276) is indicated by bib number but does not appear in creators",5
5600,"Member Madison, James (4276) appears in members but not creators",4
5833,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5833,"Member Jefferson, Thomas (4311) appears in members but not creators",4
5612,"Member Madison, James (4276) is indicated by bib number but does not appear in creators",5
5612,"Member Madison, James (4276) appears in members but not creators",4
5613,"Member Madison, James (4276) is indicated by bib number but does not appear in creators",5
5613,"Member Madison, James (4276) appears in members but not creators",4
5614,"Member Madison, James (4276) is indicated by bib number but does not appear in creators",5
5614,"Member Madison, James (4276) appears in members but not creators",4
5846,"Member Jefferson, Thomas (4311) is indicated by bib number but does not appear in creators",5
5846,"Member Jefferson, Thomas (4311) appears in members but not creators",4
6781,"Member Shippen, Edward III (4574) is indicated by bib number but does not appear in creators",5
6781,"Member Shippen, Edward III (4574) appears in members but not creators",4
6801,"Member Allen, William (4618) is indicated by bib number but does not appear in creators",5
6801,"Member Allen, William (4618) appears in members but not creators",4
6734,"Member Wharton, Samuel (4434) is indicated by bib number but does not appear in creators",5
6734,"Member Wharton, Samuel (4434) appears in members but not creators",4
6733,"Member Wharton, Samuel (4434) is indicated by bib number but does not appear in creators",5
6733,"Member Wharton, Samuel (4434) appears in members but not creators",4
6164,"Member Washington, George (4294) appears in members but is not accounted for in bib_number 264",2
5700,"Member Priestley, Joseph (4278) is indicated by bib number but does not appear in creators",5
5700,"Member Priestley, Joseph (4278) appears in members but not creators",4
5995,"Member Price, Richard (4288) is indicated by bib number but does not appear in creators",5
5995,"Member Price, Richard (4288) appears in members but not creators",4
6536,"Member Mayer, Christian (4495) is indicated by bib number but does not appear in creators",5
6536,"Member Mayer, Christian (4495) appears in members but not creators",4
7775,Member matching this bib number does not exist: Publication,1
7777,Member matching this bib number does not exist: Publication,1
7778,Member matching this bib number does not exist: Publication,1
7778,"Member Washington, George (4294) appears in members but not creators",4
7779,Member matching this bib number does not exist: Publication,1
7780,Member matching this bib number does not exist: Publication,1
7781,Member matching this bib number does not exist: Publication,1
7776,Member matching this bib number does not exist: Publication,1
6613,"Member Miles, Samuel (4489) is indicated by bib number but does not appear in creators",5
6613,"Member Miles, Samuel (4489) appears in members but not creators",4
5913,"Member Coste, Jean F. (4327) is indicated by bib number but does not appear in creators",5
5913,"Member Coste, Jean F. (4327) appears in members but not creators",4
6286,"Member Kosciusko, Thaddeus (4268) is indicated by bib number but does not appear in creators",5
6286,"Member Kosciusko, Thaddeus (4268) appears in members but not creators",4
6937,"Member Ewing, John (4639) is indicated by bib number but does not appear in creators",5
6937,"Member Ewing, John (4639) appears in members but not creators",4
6596,"Member Wilson, James (4471) appears in members but is not accounted for in bib_number 155",2
6596,"Member Hopkinson, Francis (4580) is indicated by bib number but does not appear in creators",5
6596,"Member Hopkinson, Francis (4580) appears in members but not creators",4
6967,"Member Wister, Daniel (4700) is indicated by bib number but does not appear in creators",5
6967,"Member Wister, Daniel (4700) appears in members but not creators",4
5937,"Member Workman, Benjamin (4286) appears in members but is not accounted for in bib_number 406",2
5937,"Member Patterson, Robert Sr. (4337) is indicated by bib number but does not appear in creators",5
5937,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
7035,"Member Alexander, James (d. 1756) (4666) is indicated by bib number but does not appear in creators",5
7035,"Member Alexander, James (d. 1756) (4666) appears in members but not creators",4
6778,"Member Peters, Richard (4586) is indicated by bib number but does not appear in creators",5
6778,"Member Peters, Richard (4586) appears in members but not creators",4
6925,"Member Wilson, James (4471) appears in members but is not accounted for in bib_number 137",2
6736,"Member Franklin, Benjamin (4249) appears in members but is not accounted for in bib_number 260",2
6736,"Member Paine, Thomas (4252) appears in members but is not accounted for in bib_number 260",2
6736,"Member Franklin, Benjamin (4249) appears in members but not creators",4
6736,"Member Paine, Thomas (4252) appears in members but not creators",4
7021,"Member Franklin, William (4691) appears in members but is not accounted for in bib_number 27",2
7021,"Member Galloway, Joseph (4612) appears in members but is not accounted for in bib_number 27",2
7021,"Member Bryan, George (4657) is indicated by bib number but does not appear in creators",5
7021,"Member Bryan, George (4657) appears in members but not creators",4
7021,"Member Franklin, William (4691) appears in members but not creators",4
7021,"Member Galloway, Joseph (4612) appears in members but not creators",4
6320,"Member Adams, John (4296) appears in members but is not accounted for in bib_number 451",2
6976,"Member Hopkinson, Francis (4580) appears in members but is not accounted for in bib_number 56",2
6976,"Member Reed, Joseph (1741-1785) (4531) appears in members but is not accounted for in bib_number 56",2
6976,"Member Smith, William (1727-1803), Provost (4609) appears in members but is not accounted for in bib_number 56",2
6976,"Member Watts, Stephen (4572) appears in members but is not accounted for in bib_number 56",2
6976,"Member Reed, Joseph (1741-1785) (4531) appears in members but not creators",4
6976,"Member Smith, William (1727-1803), Provost (4609) appears in members but not creators",4
6976,"Member Watts, Stephen (4572) appears in members but not creators",4
6934,"Member Patterson, Robert Sr. (4337) appears in members but is not accounted for in bib_number 66",2
6934,"Member Rittenhouse, David (4606) appears in members but is not accounted for in bib_number 66",2
6934,"Member Patterson, Robert Sr. (4337) appears in members but not creators",4
6934,"Member Rittenhouse, David (4606) appears in members but not creators",4
