nid,nid_old,heading,changed_from
1619,1619,"Literature--Societies, etc.--Early works to 1800",
1620,1620,Liver--Early works to 1800,
1621,1621,Livestock--Early works to 1800,
1622,1622,"Livingston, Edward, 1764-1836",
1623,1623,Logarithms--Early works to 1800,
1624,1624,London (England)--Population,
1625,1625,Longevity,
1630,1630,Longitude,
1626,1626|1627,Longitude--Early works to 1800,
1629,1629,Longitude--Tables,
1628,1628,Longitude--Tables--Early works to 1800,
1632,1632,Lord's Supper,
1631,1631|1633,Lord's Supper--Early works to 1800,
1634,1634,Lost tribes of Israel,
1637,1637,Louisiana--Description and travel--1783-1848,
1639,1639,Louisiana--History,
1638,1638,Louisiana--History--To 1803,
1642,1642,Louisiana--Politics and government--1803-1865,
1640,1640|1641,Louisiana Purchase,
1635,1635|1636,Louis XVI--King of France--1754-1793,
1643,1643,Love--Religious aspects--Christianity,
1644,1644,Loyalty oaths--Pennsylvania,
97,97,Luce grant,
1645,1645,"Ludwick, Christopher, 1720-1801",
1647,1647,Lunar eclipses,
1646,1646,Lunar eclipses--1764,
1648,1648,Lunar volcanoes--Early works to 1800,
1649,1649,"Luther, Martin, 1483-1546",
1659,1659,Lutheran Church,
1654,1654,"Lutheran Church, Charities",
1655,1655,"Lutheran Church, Controversial literature",
1656,1656,"Lutheran Church, Hymns",
1657,1657,"Lutheran Church, Prayers and devotions",
1658,1658,"Lutheran Church, United States, Hymns",
1876,1876|1650|1651,Lutheran Church--Catechisms,
1652,1652,Lutheran Church--Hymns--Hymns,
1653,1653,Lutheran Church--Prayer-books and devotions,
1662,1662,Lutherans,
1661,1661,"Lutherans, United States",
1660,1660,Lutheran theological seminaries,
1663,1663,Lymphatics--Early works to 1800,
1664,1664,"Madison, James, 1751-1836",
1665,1665,Magnesium oxide,
1666,1666|1667,Magnetism,
98,98,Malachite,
1668,1668,Maladies mentales--Études de cas--Ouvrages avant 1800,
1669,1669,Malaria,
1672,1672,Mammals,
1670,1670,Mammals--Dictionaries--French,
1671,1671,Mammals--Early works to 1800,
7998,7998,Manchester (England)--Population,
7984,7984,Manchester (England)--Population--Statistics,
1673,1673,Mangosteen--Early works to 1800,
1674,1674,Manners and customs,
1676,1676,Manufactures,
1675,1675,Manufactures--United States,
1677,1677,"Manuscripts, Spanish",
1678,1678,Maple sugar,
1679,1679,Marbled papers (Binding),
1680,1680,Marietta (Ohio)--Church history,
1685,1685,Maritime law,
1682,1682,Maritime law--Pennsylvania,
1681,1681,Maritime law--Pennsylvania--Early works to 1800,
1683,1683,Maritime law--United States,
1684,1684,Maritime law--United States--Cases,
1686,1686,Maroons--Jamaica,
1689,1689,Marriage,
1687,1687,Marriage (Canon law)--Episcopal Church,
1688,1688,Marriage--Pennsylvania--Philadelphia,
1690,1690,"Martin, William Thomas, 1738 or 1739-1754",
1691,1691,Martyrs,
1692,1692,"Mary, Blessed Virgin, Saint",
1695,1695,Maryland,
1693,1693,Maryland--Politics and government--1775-1865,
1694,1694,Maryland--Politics and government--To 1775,
1703,1703,Massachusetts. Council,
1704,1704,Massachusetts. Militia. Independent Company of Cadets,
99,99,Massachusetts Baptist Missionary Society,
1696,1696,Massachusetts--Boundaries,
1697,1697,"Massachusetts--History--Colonial period, ca. 1600-1775",
1698,1698,"Massachusetts--History--Revolution, 1775-1783",
1699,1699,Massachusetts--Militia,
1700,1700,Massachusetts--Politics and government--1775-1783,
1701,1701|1702,Massachusetts--Politics and government--To 1775,
1705,1705,Massacres--Pennsylvania,
1706,1706,Master and servant--Sermons--Early works to 1800,
7880,7880,Masts and rigging,
1708,1708|1709,Materia medica,
1707,1707,Materia medica--Early works to 1800,
1710,1710,Mathematicians,
1713,1713|1714,Mathematics,
1711,1711,Mathematics--Early works to 1800,
1712,1712,Mathematics--Periodicals--Early works to 1800,
1715,1715,Mathématiques--Ouvrages avant 1800,
1717,1717,Maxims,
1716,1716,"Maxims, American",
1718,1718,"Meade, William, 1789-1862",
1720,1720|1721,Mechanics,
1719,1719,Mechanics--Early works to 1800,
1724,1724,Médecine--1500-1800,
1722,1722,Médecine--France--Paris (France)--18e siècle,
1723,1723,Médecine militaire--France--1789-1815,
1725,1725,Médecins--Droits,
1780,1780,Médecins--Voyages,
1726,1726,Medical climatology--Barbados,
1728,1728,Medical education--United States,
1727,1727,Medical education--United States--Early works to 1800,
1729,1729,Medical ethics,
1730,1730,Medical geography--Barbados,
1731,1731,Medical geography--South Carolina,
1733,1733,Medical instruments and apparatus,
1732,1732,Medical instruments and apparatus--Early works to 1800,
1734,1734,Medicina--Francia--Obras anteriores a 1800,
1736,1736,Medicinal plants,
1735,1735,Medicinal plants--Classification,
1757,1757|1758|1759|1737,Medicine,
1753,1753,"Medicine, Ancient",
1754,1754,"Medicine, Experimental",
1755,1755,"Medicine, Physical--England--Harrogate--Hydrotherapy",
1756,1756,"Medicine, Popular",
1738,1738,Medicine--15th-18th century,
1739,1739,Medicine--18th century--Periodicals--Early works to 1800,
1740,1740,Medicine--Bibliography--Early,
1741,1741,Medicine--Early works to 1800,
1743,1743,"Medicine--Formulae, receipts, prescriptions",
1742,1742,"Medicine--Formulae, receipts, prescriptions--Formulae, receipts, prescriptions",
1744,1744,Medicine--France--Early works to 1800,
1745,1745,Medicine--Great Britain--Early works to 1800,
1746,1746,Medicine--History,
1747,1747,"Medicine--Outlines, syllabi, etc",
7987,7987|1750,Medicine--Practice,
1748,1748,Medicine--Practice--Early works to 1800,
1749,1749,Medicine--Practice--Pennsylvania--Philadelphia,
1751,1751,"Medicine--Quotations, maxims, etc",
1752,1752,Medicine--Study and teaching,
1760,1760,Meditations,
1761,1761,Menstruation disorders,
1763,1763,Mental illness,
1762,1762,Mental illness--Case studies--Early works to 1800,
1765,1765,Mentally ill--Care,
1764,1764,Mentally ill--Care--Case studies--Early works to 1800,
1766,1766,Merchants--Maryland--Baltimore,
1767,1767|1768,Mercury (Planet),
1769,1769,Mercury--Therapeutic use--Early works to 1800,
1770,1770,Meridian lines,
1771,1771,Meridians (Geodesy),
1772,1772,Merino sheep,
1773,1773,"Mesmer, Franz Anton, 1734-1815",
1774,1774,Messages,
1775,1775,Messiah--Prophecies,
1776,1776,Metaphor--Religious aspects,
1777,1777,Meteorology,
1778,1778,Meteors--Great Britain--Early works to 1800,
1779,1779,Metric system--Conversion tables,
1781,1781,Micrometers (Instruments),
1782,1782,Micrometers (Instruments)--Early works to 1800,
1783,1783,Microscope and microscopy--Early works to 1800,
1784,1784,Microscopes--Early works to 1800,
1786,1786|1785,"Middle Atlantic States--History--Revolution, 1775-1783",
1787,1787,"Mifflin, Thomas, 1744-1800",
1791,1791|1792,Military art and science,
1788,1788,"Military art and science--Handbooks, manuals, etc",
1789,1789|1790,Military art and science--Soldiers' handbooks,
1793,1793,Military discipline--Great Britain--Early works to 1800,
1794,1794,Military education--United States,
1356,1356|1797,Military hospitals,
1796,1796,Military hospitals--United States,
1795,1795,Military hospitals--United States--Administration,
1798,1798,Military hygiene,
1803,1803,Military law,
1799,1799,Military law--Commentaries--Early works to 1800,
1800,1800,Military law--New Hampshire,
1801,1801,Military law--Tennessee,
1802,1802,Military law--United States,
1804,1804,Military participation--French,
1805,1805,Military religious orders,
1806,1806,Militia,
1813,1813,Mineralogical chemistry,
1817,1817,Mineralogy,
1815,1815,"Mineralogy, France, Atlases",
1816,1816,"Mineralogy, Sweden (Northern)",
1814,1814,Mineralogy--Early works to 1800,
1812,1812,Mineral waters,
1810,1810|1811,"Mineral waters, Artificial",
1809,1809,"Mineral waters, Artificial--Early works to 1800",
100,100,"Mineral waters, Early works to 1800",
1808,1808,Mineral waters--Pennsylvania,
1807,1807,Mineral waters--Pennsylvania--Harrogate,
1818,1818,"Mines and mining, Sweden (Northern)",
1820,1820,Miniature books,
1819,1819,Miniature books--Specimens,
1821,1821,Minorca (Spain)--Description and travel,
1823,1823,Mint of the United States,
1822,1822,Mint of the United States--Appropriations and expenditures,
1824,1824,Miracles,
1825,1825,Mirrors,
1827,1827,Missions,
1826,1826,Missions--United States,
1828,1828,Mississippi--Description and travel,
1833,1833,Mississippi River,
1829,1829,Mississippi River--Alluvial plain,
1831,1831|1832,Mississippi River Valley--Description and travel,
1830,1830,Mississippi River Valley--Description and travel--Early works to 1800,
1834,1834,Mjöd,
1835,1835,Mobile (Ala.),
1836,1836,Mohegan--Early works to 1800,Mohegan Indians--Early works to 1800
1839,1839,Monarchy,
1837,1837,Monarchy--Early works to 1800,
1838,1838,Monarchy--France--Early works to 1800,
1840,1840,Monetary policy--France,
1844,1844,Money,
1841,1841,Money--Tables,
1842,1842|1843,Money--United States,
1845,1845,Montgolfier--Jacques-Etienne--1745-1799,
1846,1846,"Montgomery, Richard, 1738-1775",
1848,1848,Monthly Meeting of Friends of Philadelphia,
1847,1847,Monthly Meeting of Friends of Philadelphia--Religion--Early works to 1800,
1849,1849,Moon--Rotation,
1852,1852|1853,Moon--Tables,
1850,1850|1851,Moon--Tables--Early works to 1800,
1854,1854,"Moore, Benjamin, 1748-1816",
7992,7992|8010,Moral education,
1855,1855,Moral reform--Periodicals--Early works to 1800,
1856,1856,Morocco,
1857,1857,Mortmain,
1858,1858,"Mosheim, Johann Lorenz, 1694?-1755. Institutionum historiae ecclesiasticae antiquae et recentioris. English",
1859,1859,Mothers' pensions--Scotland,
1860,1860,Motion,
1861,1861,Mottled calf bindings (Binding)--France--18th century,
1864,1864,Murder,
1862,1862,Murder--Juvenile poetry,
1863,1863,Murder--Virginia,
1865,1865,"Muscle contraction, Early works to 1800",
1866,1866,"Muscles, Physiology, Early works to 1800",
1867,1867,Muscles--Anatomie,
1870,1870,Musical temperament,
1869,1869,Music in churches,
1868,1868,Music in churches--Anecdotes,
1871,1871,"Mysteries, Religious",
1872,1872,Mysticism,
1877,1877,"Napoleonic Wars, 1800-1815",
1878,1878,National banks (United States),
1887,1887|1888|1889,Natural history,
1879,1879,Natural history--Classification,
1880,1880,Natural history--Dictionaries--French,
1882,1882,Natural history--Florida,
1881,1881,Natural history--Florida--Early works to 1800,
1883,1883,Natural history--Pre-Linnean works,
1884,1884,Natural history--Sweden--Gotlands län,
1885,1885,Natural history--Sweden--Öland,
1886,1886,Natural history--Sweden--Skåne,
1892,1892,Natural theology,
1890,1890,Natural theology--Early works to 1900,
1891,1891,Natural theology--Juvenile poetry,
1893,1893,Nature--Étude et enseignement--Ouvrages avant 1800,
1895,1895,Nature study,
1894,1894,Nature study--Early works to 1800,
1896,1896,Nautical astronomy,
1897,1897,Nautical charts--New England--Early works to 1800,
1900,1900,Nautical instruments,
1898,1898|1899,Nautical instruments--Early works to 1800,
7896,7896,Nautical training-schools,
7891,7891,Nautical training-schools--France,
1902,1902,Naval art and science,
1901,1901,Naval art and science--Early works to 1800,
7870,7870,"Naval history, Ancient",
7864,7864,"Naval history, Ancient--Early works to 1800",
7897,7897,Naval schools--France--1790-1810,
1904,1904,Naval tactics,
1903,1903,Naval tactics--Early works to 1800,
1905,1905,"Navarro, Benito",
1907,1907,Navies,
1906,1906,Navies--France--Early works to 1800,
1913,1913|1914,Navigation,
1908,1908|1909,Navigation--Early works to 1800,
7868,7868,Navigation--Histoire--Ouvrages avant 1800,
7865,7865,Navigation--History--Early works to 1800,
1911,1911,Navigation--Instruments,
1910,1910,Navigation--Instruments--19th century,
1912,1912,Navigation--Tables,
7869,7869,Navires anciens--Ouvrages avant 1800,
7887,7887,Navires--Ouvrages avant 1800,
1915,1915,Nebulae--Catalogs,
1916,1916,Nebulae--Early works to 1800,
1917,1917,Necessity (Philosophy),
1974,1974,Nécrologies France,
101,101,"Nervous system, Early works to 1800",
1924,1924,Netherlands,
1918,1918,Netherlands--Commerce--History,
1919,1919,Netherlands--Foreign relations--United States,
1920,1920,Netherlands--History--1648-1795,
1921,1921,Netherlands--History--1714-1795,
1922,1922,"Netherlands--History--Wars of Independence, 1556-1648",
1923,1923,Netherlands--Politics and government,
1927,1927,Neutrality,
1926,1926,Neutrality--United States,
1925,1925,Neutral trade with belligerents,
1928,1928,New England--History,
1929,1929,New Hampshire--Administrative and political divisions--Maps--Early works to 1800,
1930,1930,New Hampshire--Biography,
1931,1931,New Hampshire--Description and travel--Early works to 1800,
1934,1934,"New Hampshire--History, Military",
1932,1932|1933,"New Hampshire--History--Colonial period, ca. 1600-1775",
1935,1935,New Hampshire--Maps--Early works to 1800,
1936,1936,New Hampshire--Militia--Early works to 1800,
1937,1937,New Jersey--Boundaries--New York (State),
1942,1942,"New Jersey--History, Military",
1938,1938|1939,"New Jersey--History--Colonial period, ca. 1600-1775",
1940,1940,"New Jersey--History--Revolution, 1775-1783",
1941,1941,New Jersey--History--War of 1812,
1943,1943,New Jersey--Politics and government--1775-1783,
1944,1944,New Jersey--Politics and government--1812-1815,
1945,1945,New Jersey--Politics and government--To 1775,
1946,1946,New Orleans Batture (La.),
1972,1972,Newspaper publishing--Massachusetts--Boston,
1973,1973,Newspapers--Pennsylvania--Philadelphia,
1947,1947,New Sweden--History,
1948,1948,New York (N.Y.)--Politics and government--To 1898,
1949,1949,New York (New York)--Commerce--Great Britain,
1950,1950,"New York (New York)--History--Colonial period, ca. 1600-1775",
1951,1951,New York (New York)--History--Conspiracy of 1741,
1952,1952,New York (State),
1966,1966,New York (State). Militia,
1967,1967,New York (State). Supreme Court,
1953,1953,New York (State)--Boundaries--Massachusetts,
1954,1954,New York (State)--Boundaries--New Jersey,
1955,1955,New York (State)--Commerce,
1956,1956,New York (State)--Description and travel,
1965,1965,New York (State)--Description and travel--Early works to 1800,
1957,1957,"New York (State)--History--Colonial period, ca. 1600-1775",
1958,1958|1959,"New York (State)--History--French and Indian War, 1754-1763",
1960,1960,New York (State)--New York,
1961,1961,New York (State)--Politics and government--1775-1783,
1963,1963,New York (State)--Politics and government--To 1775,
1962,1962,New York (State)--Politics and government--To 1775--Anecdotes,
1964,1964,New York (State)--Study and teaching (Higher),
1970,1970,New York Council. Report of the committee of His Majesty's Council,
1968,1968,New York--Politics and government--18th century--Periodicals--Early works to 1800,
1969,1969,"New York--State. Treaties, etc. 1757",
1971,1971,New-York weekly journal,
1975,1975,Niagara Falls (New York and Ont.)--Description and travel--Early works to 1800,
1976,1976,Niagara Falls (New York and Ontario)--Description and travel,
1977,1977,Niagara Peninsula (Ont.)--Description and travel--Early works to 1800,
1978,1978,"nited States--History--Revolution, 1775-1783--Poetry",
1979,1979,Nitric acid--Early works to 1800,
1980,1980,Nitrogen industries--Early works to 1800,
1981,1981|1982,Nomenclature,
1983,1983,Non-importation agreements-- 1768-1769,
1984,1984,North Africa,
1985,1985,North America--Description and travel--Early works to 1800,
1986,1986,North America--Maps,
1988,1988,North Carolina. Militia,
1987,1987,"North Carolina--History--Colonial period, ca. 1600-1775",
1989,1989,Northumberland (Pa.)--History,
1990,1990,"Northwest, Old--History--1775-1865",
1991,1991,Nosology,
1992,1992,Nova Scotia. House of Assembly--Early works to 1800,
1994,1994,Obituaries,
1993,1993,Obituaries France,
1995,1995|1996,Observations,
1997,1997,Occultations,
1998,1998,Oceania--Exploration--Early works to 1800,Oceania--Discovery and exploration--Early works to 1800
1999,1999,Octroi--Spain,
2000,2000,"Odes, English--Early works to 1800",
2001,2001,Oeconomica,
2002,2002,Ohio--Description and travel--Early works to 1800,
2004,2004,Ohio--History--1787-1865,
2003,2003,Ohio--History--1787-1865--Early works to 1800,
2005,2005,Ohio River--Colonies,
2013,2013,Ohio River Valley,
2008,2008,Ohio River Valley--Description and travel,
2007,2007,Ohio River Valley--Description and travel--Early works to 1800,
2012,2012,Ohio River Valley--History,
2009,2009,Ohio River Valley--History--Early works to 1800,
2006,2006|2011,Ohio River Valley--History--To 1795,
2010,2010,Ohio River Valley--History--To 1795--Sources,
2014,2014,Ojibwe--Treaties,Ojibwa Indians--Treaties
2043,2043,Öland (Suède)--Descriptions et voyages,
2044,2044,Öland (Sweden)--Description and travel,
2016,2016,Old age,
2015,2015,Old age--Early works to 1800,
2017,2017,"Onderdonk, Henry U. (Henry Ustick), 1789-1858",
2018,2018,Ontario--Description and travel--Early works to 1800,
2019,2019,Opera,
2020,2020|2021,Operas--Librettos,
102,102,Ophthalmology,
2022,2022,Opium.--Physiological effect,
2023,2023,Optical instruments--Early works to 1800,
2027,2027,Optics,
2024,2024|2025,Optics--Early works to 1800,
2026,2026,Optics--Experiments,
2028,2028,"Orange-Nassau, House of",
2029,2029,Oratory,
2033,2033,Ordination,
2032,2032,Ordination sermons,
2030,2030|2031,Ordination sermons--Early works to 1800,
103,103,"Organic acids, Early works to 1800",
2034,2034,Origin,
2035,2035,Orphanages--Massachusetts--Boston,
2036,2036,Orphans--Pennsylvania--Philadelphia,
2037,2037,ortmain,
2038,2038,Os,
2039,2039,Os--Anatomie,
2041,2041,Odawa--Treaties,Ottawa Indians--Treaties
2042,2042,Outlines and syllabi,
2045,2045,Pacifism,
2046,2046,"Paine, Thomas, 1737-1809. Common sense",
2047,2047,Palms,
2048,2048,Pamphlets--France--Paris--1796,
2049,2049,Pamphlets--France--Paris--1797,
2050,2050,Pantometer,
2054,2054,Paper money,
2051,2051,Paper money--France,
2052,2052,Paper money--Pennsylvania,
2053,2053,Paper money--United States,
2055,2055,Paradox--Early works to 1800,
2056,2056,Parallax--Sun--Early works to 1800,
2057,2057,Parent and child--Juvenile poetry,
2060,2060,Paris,
2058,2058,Paris (France)--History--1789-1799,
2059,2059,Paris (France)--Politics and government--1789-1799,
2061,2061,"Parker, Samuel, 1744-1804",
2062,2062,"Parkinson, Leonard--Portraits",
2063,2063,Parliamentary practice--United States,
2064,2064,Passion music,
2065,2065,Pastoral theology,
2066,2066,Patent medicines,
2067,2067,Pathology,
2068,2068,Patriotic societies--United States,
2069,2069,Patriotism--United States,
2070,2070,"Patronage, Ecclesiastical--Spain",
2071,2071,Pauvres--Angleterre--Leicestershire,
2073,2073|2074,Paxton Boys,
2072,2072,Paxton Boys--Early works to 1800,
2075,2075,"Pemberton, John, 1727-1795",
2076,2076,Penal colonies,
7803,7803,Penance,
2078,2078,Pendulum,
2077,2077,Pendulum--Early works to 1800,
2079,2079,Penmanship,
2081,2081,"Penn, William, 1644-1718",
2080,2080,Penn family,
2109,2109,Pennsylvania,
2110,2110,Pennsylvania. Comptroller-General's Office,
2111,2111,Pennsylvania. Constitution,
2112,2112|2115,Pennsylvania. General Assembly,
2113,2113,Pennsylvania. General Assembly. Act to alter the mode of appointing the comptroller and register general,
2114,2114,Pennsylvania. General Assembly. House of Representatives,
2116,2116,Pennsylvania. Land Office,
2117,2117,Pennsylvania. Register-General's Office,
2082,2082,Pennsylvania--Appropriations and expenditures,
2083,2083,Pennsylvania--Boundaries,
2084,2084,Pennsylvania--Description and travel,
2107,2107,Pennsylvania Dutch,
2085,2085,Pennsylvania--Govt--Colonial period,
2093,2093,"Pennsylvania--History, Military",
2087,2087|2086,"Pennsylvania--History--Colonial period, ca. 1600-1775",
2088,2088|2090|104,"Pennsylvania--History--French and Indian War, 1754-1763",
2089,2089,"Pennsylvania--History--French and Indian War, 1755-1763--Campaigns",
2092,2092,"Pennsylvania--History--Revolution, 1775-1783",
2091,2091,"Pennsylvania--History--Revolution, 1775-1783--Registers",
2108,2108,Pennsylvania Institution for the Deaf and Dumb,
105,105,Pennsylvania Institution for the Instruction of the Blind,
2094,2094,Pennsylvania--Law and legislation,
2095,2095,Pennsylvania--Maps,
2096,2096,Pennsylvania--Moral conditions--Early works to 1800,
2097,2097,Pennsylvania--Poetry,
2105,2105,Pennsylvania--Politics and government,
2099,2099,Pennsylvania--Politics and government--1775-1783,
2098,2098,Pennsylvania--Politics and government--1775-1783--Early works to 1800,
2100,2100,Pennsylvania--Politics and government--1775-1865,
2101,2101,Pennsylvania--Politics and government--Early works to 1800,
2103,2103|2104|2115|1595,Pennsylvania--Politics and government--To 1775,
2102,2102,Pennsylvania--Politics and government--To 1775--Early works to 1800,
2106,2106,Pennsylvania--Registers,
2120,2120|2121,Pensions,
2118,2118|2119,Pensions--France,
2122,2122|2126|2127,Periodicals,
2125,2125,Periodicals--Publishing,
2123,2123,Periodicals--Publishing--France--Early works to 1800,
2124,2124,Periodicals--Publishing--Pennsylvania--Philadelphia,
2128,2128,Persecution,
2129,2129,Personnes vivant avec un trouble de santé mentale--Soins--Études de cas--Ouvrages avant 1800,
2131,2131,Perspective,
2130,2130,Perspective--Early works to 1800,
2132,2132,Pharmaceutical chemistry,
2133,2133,Pharmacology--Early works to 1800,
2134,2134|2135,Pharmacopoeias,
2136,2136,"Pharmacy, Military",
2148,2148,Philadelphia,
2141,2141,Philadelphia (Pa.)--Church history,
2142,2142|2137,Philadelphia (Pa.)--Description and travel,
2143,2143,Philadelphia (Pa.)--Fires and fire prevention,
2144,2144,"Philadelphia (Pa.)--History--Colonial period, ca. 1600-1775",
2145,2145,Philadelphia (Pa.)--Hospitals,
2140,2140,Philadelphia (PA). Recorder,
2138,2138,Philadelphia (PA)--Directories,
2139,2139,Philadelphia (PA)--Registers,
2146,2146,Philadelphia--Description and travel--Early works to 1800,
2147,2147,Philadelphia Society for the Establishment and Support of Charity Schools,
2149,2149,Philanthropy,
2150,2150,"Philipse, Frederick, 1698-1751",
2152,2152,Philosophers,
2151,2151,Philosophers--France--18th century--Biography,
2156,2156,Philosophy,
2155,2155,"Philosophy, Comparative",
2153,2153,Philosophy--History,
2154,2154,Philosophy--Periodicals--Early works to 1800,
2158,2158,Phlogiston,
2157,2157,Phlogiston--Early works to 1800,
2159,2159,Physical anthropology,
107,107,Physical instruments,
106,106,"Physical instruments, Early works to 1800",
2162,2162,Physicians,
2160,2160,Physicians--Pennsylvania--Philadelphia--Biography,
2161,2161,Physicians--Travel,
2164,2164,Physics,
2163,2163,Physics--Early works to 1800,
2166,2166|2167,Physiognomy,
2165,2165,Physiognomy--Early works to 1800,
108,108,Physiological optics,
2168,2168,"Physiological optics, Early works to 1800",
2171,2171,Physiology,
2169,2169|109,Physiology--Early works to 1800,
2170,2170,Physiology--Great Britain--Early works to 1800,
2172,2172,Phytothérapie,
2173,2173|2174,Pictorial works,
2175,2175,"Pilâtre de Rozier, Jean-François, 1754-1785",
2176,2176,"Pilgrims (New Plymouth Colony)--Addresses, commemorations, etc",
2177,2177,"Pilot guides--Mexico, Gulf of",
2178,2178,Pilot guides--West Indies,
2179,2179,Plagiarism,
2180,2180,Planets--Early works to 1800,
2181,2181,Planets--Transits,
2182,2182|2183,Plant anatomy,
2186,2186,Plantkunde,
2185,2185,Plant physiology,
2184,2184,Plant physiology--Early works to 1800,
2195,2195,Plants,
2193,2193,"Plants, Heat production in",
2194,2194,"Plants, Motion of fluids in, Early works to 1800",
2188,2188,Plants--Catalogs,
2187,2187,Plants--Catalogs and collections,
2189,2189|2190,Plants--Classification,
2191,2191,Plants--Irritability and movements,
2192,2192,Plants--Reproduction,
2196,2196,Pleurisy,
2197,2197,"Poisonous snakes, Venom, Physiological effect, Early works to 1800",
2198,2198,Poisons,
110,110,"Poisons, Early works to 1800",
2200,2200,Poland,
2199,2199,"Poland--History--Partition period, 1763-1796",
2201,2201,Political corruption--United States,
2203,2203,Political culture,
2202,2202,Political culture--France--Early works to 1800,
2204,2204,Political ethics,
2205,2205,Political parties--United States,
2206,2206,Political rights--Pennsylvania,
2209,2209|2210,Political science,
2207,2207,Political science--Early works to 1800,
2208,2208,Political science--United States,
2212,2212|2213|2214|2215,Politics and government,
2211,2211,Politics--New York--18th century--Periodicals--Early works to 1800,
2216,2216,"Pompadour, Jeanne Antoinette Poisson, marquise de, 1721-1764",
2217,2217|2218,"Pontiac’s Conspiracy, 1763-1765",
2222,2222,Impoverished people,Poor
2219,2219,Impoverished people--England--Early works to 1800,Poor--England--Early works to 1800
2220,2220,Impoverished people--England--Leicestershire,Poor--England--Leicestershire
2221,2221,Impoverished people--Poetry,Poor--Poetry
2223,2223,Popes--Temporal power,
2226,2226|2227,Population,
2224,2224,Population--Early works to 1800,
2225,2225,Population forecasting,
2228,2228,Portugal,
2234,2234,Postal service--Spain,
2233,2233,Post roads,
2229,2229,Post roads--Atlantic States,
2230,2230,Post roads--Construction--Atlantic States,
2231,2231,Post roads--Construction--Southern States,
2232,2232,Post roads--Southern States,
2236,2236,Potash industry and trade,
2235,2235,Potash industry and trade--Early works to 1800,
2237,2237,Potawatomi--Treaties,Potawatomi Indians--Treaties
2238,2238,Powstanie 1794 r. kosciuszkowskie,
2239,2239,Practice,
2240,2240,Praise,
2241,2241,Prayer,
2242,2242,Prayers,
2244,2244,Preaching,
2245,2245,Pregnancy--Early works to 1800,
2243,2243,Pre-Linnean works,
2246,2246,Presbyterian Church--Sermons--Early works to 1800,
2247,2247,Presbyterianism,
2248,2248,Presbyterians--United States,
2252,2252,Presidents,
2249,2249,Presidents--United States--Biography,
2250,2250,Presidents--United States--Inaugural addresses,
2251,2251,Presidents--United States--Messages,
2253,2253,"Primitive and early church, ca. 30-600",
2254,2254,Princeton University,
2255,2255,Printers' advertisements--New Jersey--New Brunswick,
2256,2256,Printing in multiple colors (Printing)--Spain--Madrid--1747,
2257,2257,Prisoners of war--United States,
2259,2259|2260,Prisons,
2258,2258,Prisons--France,
2262,2262,Private libraries,
2261,2261,Private libraries--New York (State)--New York--Catalogs,
2265,2265,Prize law,
2263,2263,Prize law--France--Early works to 1800,
2264,2264,Prize law--Great Britain,
2266,2266,Prizes (Property captured at sea),
2267,2267,Probabilities,
2268,2268,Procedure (Law)--New Jersey,
2269,2269,Progress,
2270,2270,Property,
2271,2271,Prophecies,
2272,2272,Prophecy,
2273,2273,Prospectuses--France--Paris--1776,
2274,2274,Protectionism,
7814,7814,Protestant converts,
2275,2275,Protestant Episcopal Press,
7812,7812,Protestantism--Apologetic works,
2276,2276,Protestants--France--Early works to 1800,
2277,2277,Prussia,
2278,2278,Psalmody,
2280,2280,Psychiatry,
2279,2279,Psychiatry--Case studies--Early works to 1800,
2282,2282,Psychology,
2281,2281,Psychology--Early works to 1800,
2289,2289,Public buildings,
2283,2283,Public buildings--Design and construction,
2284,2284,Public buildings--Finance,
2285,2285,Public buildings--France--Design and construction--Early works to 1800,
2286,2286,Public buildings--France--Finance--Early works to 1800,
2287,2287,Public buildings--United States,
2288,2288,Public buildings--Washington (D.C.),
2290,2290,Public domain--Louisiana--New Orleans,
2291,2291,"Public goods, Early works to 1800",
2297,2297,Public lands,
2292,2292,Public land sales--Pennsylvania,
2293,2293,Public lands--Delaware,
2294,2294,Public lands--Georgia,
2295,2295,Public lands--New Jersey,
2296,2296,Public lands--United States,
2298,2298,Public officers--Retirement--France,
2299,2299,Public opinion--Early works to 1800,
2300,2300,Public records--Pennsylvania--Early works to 1800,
2301,2301,Public schools--Pennsylvania,
2302,2302,Public worship,
2305,2305,Publishers' advertisements--New Jersey--New Brunswick,
2303,2303,Publishers and publishing--Pennsylvania--Philadelphia,
2304,2304,Publishers and publishing--United States,
2306,2306,Punishment in crime deterrence--Early works to 1800,
2307,2307|2311,Quadrants (Astronomical instruments),
2308,2308,Quadrants (Astronomical instruments)--19th century,
2309,2309|2310,Quadrants (Astronomical instruments)--Early works to 1800,
2319,2319,Quakers,
2312,2312,Quakers--Anecdotes,
2313,2313,Quakers--Biography,
2314,2314,Quakers--Early works to 1800,
2316,2316,Quakers--Pennsylvania,
2315,2315,Quakers--Pennsylvania--Philadelphia,
2317,2317,Quakers--Persecutions--Pennsylvania--Early works to 1800,
2318,2318,Quakers--United States--Early works to 1800,
2320,2320,Quarter bindings (Binding),
2321,2321,Quarto format (Printing)--Spain--Madrid--1747,
2322,2322,Québec (Province)--Description and travel--Early works to 1800,
2324,2324,Quitch-grass,
2323,2323,Quitch-grass--Sweden,
2325,2325,Rabies,
8000,8000,Rain and rainfall,
2327,2327,Rare books,
2326,2326,Rare books--18th century,
2328,2328,Ratio and proportion,
